Fuel_Type,Body_Type,transmission,ownerNo,Brand,model,modelYear,price,Insurance_Validity,Kms_Driven,Mileage,Engine,Seats,Color,City
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2020,1800000.0,Third Party insurance,80000.0,19.260860166288737,1497,5,Others,Delhi
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,600000.0,Third Party insurance,60000.0,18.6,1997,5,Silver,Delhi
Petrol,SUV,Manual,1,Mahindra,Mahindra XUV300,2021,965000.0,Third Party insurance,12710.0,23.95,998,5,Grey,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2011,208000.0,Comprehensive,64694.0,20.85,1197,5,Grey,Delhi
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2019,2650000.0,Comprehensive,67510.0,17.5,1373,5,Gray,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,528000.0,Comprehensive,21867.0,21.5,1497,5,Grey,Delhi
Diesel,SUV,Automatic,2,BMW,BMW X5,2022,8765000.0,Comprehensive,18000.0,14.24,2755,5,White,Delhi
Petrol,Sedan,Automatic,1,Audi,Audi A3,2018,2175000.0,Comprehensive,78010.0,17.01,1591,5,Others,Delhi
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2021,555000.0,Comprehensive,36247.0,19.15,1198,5,Blue,Delhi
Petrol,SUV,Automatic,1,Jeep,Jeep Wrangler,2022,6200000.0,Comprehensive,3106.0,20.4,1197,5,White,Delhi
Petrol,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLC,2020,5175000.0,Comprehensive,40000.0,18.6,1197,5,Red,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,622000.0,Comprehensive,55566.0,18.7,1199,5,White,Delhi
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2016,1975000.0,Comprehensive,91000.0,20.85,1197,5,Grey,Delhi
Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,733000.0,Zero Dep,46318.0,18.6,1197,5,Silver,Delhi
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2023,1075000.0,Comprehensive,7359.0,25.0,1493,5,Silver,Delhi
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2022,5999000.0,Comprehensive,35060.0,20.0,999,5,White,Delhi
Diesel,SUV,Automatic,1,BMW,BMW X1,2020,3100000.0,Comprehensive,22060.0,16.47,1198,5,Silver,Delhi
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series GT,2017,3100000.0,Comprehensive,68060.0,13.5,1405,5,White,Delhi
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,699000.0,Comprehensive,27000.0,20.85,1197,5,White,Delhi
Petrol,Sedan,Manual,2,Hyundai,Hyundai Accent,2010,80000.0,Third Party insurance,53000.0,23.84,1199,5,Orange,Delhi
Diesel,Sedan,Manual,1,Honda,Honda Amaze,2013,250000.0,Third Party insurance,50000.0,21.4,1197,5,Others,Delhi
Cng,Sedan,Manual,4,Toyota,Toyota Corolla Altis,2010,240000.0,Third Party insurance,120000.0,18.49,1493,5,Others,Delhi
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,3965000.0,Comprehensive,15000.0,19.260860166288737,2179,5,White,Delhi
Petrol,Sedan,Manual,1,Honda,Honda City,2015,578000.0,Comprehensive,99373.0,19.0,1199,5,Silver,Delhi
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2016,265000.0,Third Party insurance,120000.0,22.25,799,5,Red,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,306000.0,Third Party,11815.0,24.7,796,5,Grey,Delhi
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,549000.0,Comprehensive,39412.0,20.14,1498,5,Red,Delhi
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,450000.0,Third Party insurance,60000.0,18.78,999,5,Red,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2018,536000.0,Comprehensive,33015.0,22.38,1197,5,Silver,Delhi
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,235000.0,Third Party insurance,44371.0,21.4,1197,5,Others,Delhi
Diesel,SUV,Automatic,1,Toyota,Toyota Land Cruiser 300,2023,26900000.0,Comprehensive,3500.0,22.15,1498,5,Brown,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,304000.0,Comprehensive,39045.0,25.2,1248,5,Silver,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2013,295000.0,Third Party insurance,49000.0,17.8,1399,5,Silver,Delhi
Petrol,Sedan,Automatic,1,Honda,Honda City,2021,1296000.0,Comprehensive,7936.0,16.2,1199,5,White,Delhi
Diesel,Sedan,Automatic,2,Audi,Audi A6,2014,1075000.0,Comprehensive,66000.0,17.5,1298,5,Grey,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2016,295000.0,Third Party insurance,65739.0,23.56,1197,5,Maroon,Delhi
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,425000.0,Third Party insurance,52407.0,20.09,1199,5,Blue,Delhi
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i10,2011,350000.0,Third Party insurance,30000.0,18.9,998,5,Silver,Delhi
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2018,4375000.0,Third Party insurance,48000.0,20.0,1399,5,Red,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,275000.0,Third Party insurance,86816.0,18.6,1498,5,Silver,Delhi
Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2015,415000.0,Third Party insurance,63000.0,17.5,1199,5,Silver,Delhi
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2018,465000.0,Third Party insurance,67000.0,13.0,1591,5,Grey,Delhi
Diesel,Sedan,Automatic,2,Audi,Audi A4,2014,975000.0,Comprehensive,59000.0,20.14,1197,5,Red,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,545000.0,Comprehensive,68838.0,23.4,1248,5,White,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,510000.0,Third Party insurance,46835.0,17.4,1497,5,Silver,Delhi
Petrol,Sedan,Automatic,2,Honda,Honda City,2022,1403000.0,Third Party,5242.0,21.01,1197,5,Others,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,749000.0,Comprehensive,17457.0,18.88,1995,5,Burgundy,Delhi
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2015,435000.0,Third Party insurance,62789.0,16.2,1353,5,Black,Delhi
Petrol,Hatchback,Automatic,1,Maruti,Maruti Alto K10,2016,346000.0,Comprehensive,33618.0,18.2,998,5,Silver,Delhi
Petrol,Sedan,Manual,1,Honda,Honda City,2010,205000.0,Third Party insurance,75946.0,18.6,1498,5,Grey,Delhi
Diesel,SUV,Manual,1,Toyota,Toyota Fortuner,2013,970000.0,Comprehensive,230000.0,20.09,1199,7,Silver,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,257000.0,Comprehensive,87208.0,20.1,1497,5,Silver,Delhi
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2016,275000.0,Third Party insurance,42736.0,12.51,2179,5,White,Delhi
Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2011,229000.0,Comprehensive,55556.0,23.84,1199,5,Grey,Delhi
Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2023,1250000.0,Comprehensive,2054.0,24.7,1498,5,Silver,Delhi
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2023,7750000.0,Comprehensive,1700.0,15.4,1497,5,Silver,Delhi
Petrol,SUV,Automatic,1,Kia,Kia Seltos,2021,1725000.0,Comprehensive,30120.0,19.260860166288737,2198,5,Black,Delhi
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2011,349000.0,Third Party insurance,32000.0,19.62,1995,5,White,Delhi
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner Legender,2023,5500000.0,Comprehensive,1200.0,23.1,998,7,Grey,Delhi
Petrol,SUV,Automatic,1,Audi,Audi Q2,2021,3145000.0,Third Party,9600.0,14.5,1999,5,Others,Delhi
Petrol,Sedan,Manual,1,Honda,Honda City,2017,699000.0,Comprehensive,70000.0,16.47,1198,5,Black,Delhi
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2014,1275000.0,Third Party insurance,85000.0,16.47,1198,7,Black,Delhi
Petrol,Wagon,Automatic,1,Maruti,Maruti Wagon R,2019,565000.0,Comprehensive,40000.0,21.9,1396,5,Grey,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,722000.0,Comprehensive,14163.0,16.25,1968,5,Black,Delhi
Diesel,SUV,Manual,1,Mahindra,Mahindra Thar,2022,1685000.0,Comprehensive,15000.0,19.72,1461,4,White,Delhi
Petrol,Sedan,Manual,1,Hyundai,Hyundai Aura,2020,804000.0,Third Party,4764.0,22.9,1248,5,Blue,Delhi
Diesel,SUV,Automatic,1,MG,MG Gloster,2023,4300000.0,Comprehensive,20000.0,20.51,998,7,Blue,Delhi
Petrol,MUV,Manual,1,Toyota,Toyota Innova Crysta,2022,2275000.0,Comprehensive,7600.0,20.7,1197,7,White,Delhi
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,742000.0,Third Party,69815.0,18.15,998,5,Red,Delhi
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,910000.0,Third Party insurance,82000.0,16.0,1493,5,White,Delhi
Petrol,SUV,Automatic,1,BMW,BMW X1,2021,4000000.0,Comprehensive,8400.0,24.4,1498,5,Silver,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,315000.0,Comprehensive,75463.0,20.09,1199,5,Green,Delhi
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,231000.0,Comprehensive,66000.0,17.4,1497,5,Brown,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,557000.0,Third Party insurance,22091.0,19.01,1199,5,White,Delhi
Diesel,Sedan,Automatic,1,BMW,BMW 6 Series,2019,5775000.0,Third Party insurance,32000.0,13.6,2523,4,Others,Delhi
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2012,231000.0,Comprehensive,65000.0,18.76,1462,5,Red,Delhi
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2016,369000.0,Comprehensive,66000.0,18.9,1197,5,Maroon,Delhi
Diesel,SUV,Automatic,1,BMW,BMW X5,2019,5250000.0,Comprehensive,25000.0,14.75,2967,5,White,Delhi
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2018,2675000.0,Comprehensive,110000.0,17.2,1969,7,Blue,Delhi
Petrol,SUV,Manual,1,MG,MG Astor,2022,1150000.0,Comprehensive,15000.0,20.37,1995,5,Blue,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2021,700000.0,Comprehensive,30000.0,16.38,1999,5,White,Delhi
Diesel,SUV,Automatic,1,Kia,Kia Seltos,2021,1300000.0,Comprehensive,47000.0,12.8,2354,5,Others,Delhi
Diesel,SUV,Automatic,1,BMW,BMW X1,2023,5490000.0,Comprehensive,6000.0,12.07,2967,5,Yellow,Delhi
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2020,805000.0,Third Party insurance,35854.0,17.11,1968,5,Silver,Delhi
Petrol,SUV,Manual,1,Tata,Tata Nexon,2018,735000.0,Third Party insurance,43623.0,23.65,1248,5,Blue,Delhi
Petrol,Sedan,Manual,2,Toyota,Toyota Etios,2015,441000.0,Comprehensive,64229.0,13.68,2393,5,Silver,Delhi
Diesel,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2021,5575000.0,Comprehensive,33000.0,19.7,796,7,Red,Delhi
Diesel,SUV,Automatic,2,Ford,Ford Endeavour,2019,2890000.0,Comprehensive,59605.0,20.4,1493,7,Silver,Delhi
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,397000.0,Comprehensive,2997.0,14.6,1956,5,Black,Delhi
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,455000.0,Third Party insurance,9606.0,17.88,1498,5,Maroon,Delhi
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2015,3850000.0,Comprehensive,75000.0,17.0,1198,5,Red,Delhi
Petrol,Sedan,Automatic,2,Honda,Honda Amaze,2020,713000.0,Third Party insurance,41898.0,26.0,998,5,Red,Delhi
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2021,737000.0,Third Party insurance,23159.0,19.34,1462,5,Silver,Delhi
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2016,540000.0,Third Party,53488.0,21.4,1197,5,Silver,Delhi
Diesel,MUV,Manual,1,Toyota,Toyota Innova Crysta,2019,1749000.0,Comprehensive,29000.0,22.41,1197,7,Gray,Delhi
Petrol,SUV,Automatic,1,MG,MG Hector Plus,2023,2200000.0,Zero Dep,6000.0,20.0,999,6,White,Delhi
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2019,627000.0,Third Party insurance,68192.0,19.01,1199,5,Blue,Delhi
Petrol,SUV,Manual,1,Kia,Kia Seltos,2023,1565000.0,Comprehensive,600.0,19.3,1248,5,Others,Delhi
Petrol,Sedan,Automatic,1,Jaguar,Jaguar XF,2020,4625000.0,Third Party insurance,13000.0,21.1,814,5,Red,Delhi
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,772000.0,Third Party insurance,67756.0,16.47,1198,5,Grey,Delhi
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2017,587000.0,Third Party insurance,83811.0,16.5,1353,5,Black,Delhi
Cng,Hatchback,Manual,1,Maruti,Maruti Celerio,2016,410000.0,Comprehensive,68000.0,14.4,1396,5,Others,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,699000.0,Comprehensive,4100.0,25.8,1498,5,Silver,Delhi
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,642000.0,Comprehensive,46243.0,18.3,1199,5,White,Delhi
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLS-Class,2014,2700000.0,Comprehensive,37000.0,18.6,1197,4,Grey,Delhi
Petrol,Hatchback,Automatic,2,Nissan,Nissan Micra,2015,366000.0,Comprehensive,52123.0,15.3,1998,5,Blue,Delhi
Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2016,4950000.0,Comprehensive,66000.0,25.4,624,7,Violet,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,447000.0,Third Party insurance,23690.0,15.8,1591,5,White,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2016,262000.0,Zero Dep,70879.0,20.0,999,5,Others,Delhi
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2012,265000.0,Comprehensive,42000.0,13.68,2393,5,Purple,Delhi
Diesel,SUV,Automatic,2,Jaguar,Jaguar F-Pace,2018,3875000.0,Comprehensive,56000.0,18.9,1197,5,Blue,Delhi
Petrol,Sedan,Manual,2,Honda,Honda City,2017,761000.0,Comprehensive,12651.0,21.74,999,5,Blue,Delhi
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,430000.0,Comprehensive,61000.0,21.7,998,5,Red,Delhi
Cng,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,401000.0,Comprehensive,98705.0,18.5,1198,5,Silver,Delhi
Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,2950000.0,Comprehensive,62000.0,21.7,998,7,Red,Delhi
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,380000.0,Comprehensive,28000.0,21.4,1197,5,Blue,Delhi
Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero Power Plus,2020,825000.0,Comprehensive,36000.0,18.6,1197,7,Red,Delhi
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,635000.0,Comprehensive,32000.0,18.9,998,5,Grey,Delhi
Diesel,SUV,Automatic,1,BMW,BMW X1,2017,2250000.0,Third Party insurance,38000.0,18.3,1199,5,Golden Brown,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2017,340000.0,Comprehensive,33000.0,24.7,1498,5,TITANIUM GREY,Delhi
Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2018,950000.0,Third Party insurance,68045.0,22.05,796,5,Others,Delhi
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio Classic,2022,1825000.0,Third Party insurance,12000.0,18.6,1199,7,Silver,Delhi
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2023,7200000.0,Comprehensive,4000.0,27.62,793,5,Blue,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2018,392000.0,Zero Dep,19765.0,17.0,1197,5,Others,Delhi
Petrol,SUV,Manual,1,Mahindra,Mahindra XUV300,2021,1205000.0,Third Party insurance,7076.0,16.0,2179,5,Orange,Delhi
Petrol,Sedan,Manual,1,Honda,Honda City,2017,743000.0,Zero Dep,30560.0,22.74,796,5,Grey,Delhi
Diesel,Sedan,Automatic,1,Jaguar,Jaguar XE,2020,3375000.0,Comprehensive,5000.0,25.44,936,5,White,Delhi
Cng,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,485000.0,Third Party insurance,47944.0,21.4,1197,5,Orange,Delhi
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2016,879000.0,Comprehensive,78550.0,18.6,1197,5,White,Delhi
Petrol,SUV,Automatic,1,Hyundai,Hyundai Tucson,2017,1050000.0,Third Party insurance,65000.0,24.7,796,5,Others,Delhi
Diesel,SUV,Automatic,1,Kia,Kia Seltos,2022,1980000.0,Comprehensive,32000.0,19.0,1199,5,White,Delhi
Petrol,Sedan,Manual,2,Honda,Honda Amaze,2017,462000.0,Comprehensive,58996.0,16.5,1353,5,White,Delhi
Diesel,Sedan,Automatic,2,Jaguar,Jaguar XE,2018,2650000.0,Comprehensive,34000.0,17.4,1497,5,White,Delhi
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,509000.0,Third Party insurance,59537.0,18.9,1197,5,Others,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2022,530000.0,Comprehensive,9314.0,18.27,998,5,Others,Delhi
Petrol,SUV,Manual,2,Nissan,Nissan Kicks,2019,700000.0,Third Party insurance,60000.0,18.6,1197,5,Blue,Delhi
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,310000.0,Third Party insurance,41684.0,18.5,1194,5,White,Delhi
Petrol,Sedan,Automatic,3,Audi,Audi A4,2011,700000.0,Third Party insurance,70000.0,18.5,1197,5,Silver,Delhi
Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2016,440000.0,Comprehensive,51607.0,21.72,1498,5,Others,Delhi
Diesel,Sedan,Manual,1,Tata,Tata Zest,2015,400000.0,Third Party insurance,90000.0,17.4,1497,5,Silver,Delhi
Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,3050000.0,Third Party insurance,30000.0,21.79,998,7,Blue,Delhi
Diesel,SUV,Manual,1,Mahindra,Mahindra Thar,2022,1575000.0,Third Party insurance,40000.0,20.36,1197,4,Red,Delhi
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,4995000.0,Comprehensive,35000.0,18.49,1493,5,Red,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2013,360000.0,Comprehensive,97672.0,17.4,1497,5,Red,Delhi
Petrol,Sedan,Manual,3,Hyundai,Hyundai Verna,2014,360000.0,Third Party insurance,90000.0,22.07,1199,5,Others,Delhi
Petrol,Hatchback,Manual,2,Nissan,Nissan Micra,2015,344000.0,Comprehensive,68740.0,14.84,2143,5,Black,Delhi
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,3565000.0,Comprehensive,37000.0,17.0,1497,5,TITANIUM GREY,Delhi
Diesel,Sedan,Manual,1,Maruti,Maruti Ciaz,2017,600000.0,Third Party insurance,40000.0,18.6,1197,5,Red,Delhi
Petrol,Sedan,Manual,2,Honda,Honda Amaze,2015,340000.0,Third Party insurance,86245.0,13.0,1591,5,White,Delhi
Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2016,675000.0,Third Party insurance,40000.0,20.73,1373,5,Blue,Delhi
Petrol,Sedan,Automatic,2,BMW,BMW 3 Series GT,2020,4375000.0,Comprehensive,15000.0,18.9,1197,5,Silver,Delhi
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2016,294000.0,Comprehensive,60896.0,20.71,799,5,Blue,Delhi
Petrol,Sedan,Manual,1,Honda,Honda City,2013,375000.0,Third Party insurance,60000.0,14.3,1598,5,Grey,Delhi
Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2021,801000.0,Comprehensive,18340.0,17.1,1956,5,Red,Delhi
Diesel,SUV,Automatic,1,Jeep,Jeep Compass,2022,2900000.0,Third Party insurance,20000.0,9.8,2354,5,Others,Delhi
Diesel,SUV,Automatic,2,Hyundai,Hyundai Creta,2017,800000.0,Third Party insurance,70000.0,20.09,1199,5,Red,Delhi
Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,2015,313000.0,Comprehensive,75000.0,16.5,1499,5,White,Delhi
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,510000.0,Third Party insurance,40000.0,13.14,1798,5,Red,Delhi
Diesel,SUV,Automatic,2,Audi,Audi Q3,2014,1125000.0,Third Party insurance,57000.0,20.14,1498,5,Blue,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,455000.0,Comprehensive,48000.0,14.84,2143,5,Others,Delhi
Petrol,Sedan,Manual,1,Honda,Honda City,2011,300000.0,Third Party insurance,120000.0,11.33,4134,5,Gray,Delhi
Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2017,725000.0,Comprehensive,25000.0,25.19,998,5,Grey,Delhi
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2021,2325000.0,Third Party insurance,29000.0,19.260860166288737,1493,7,Black,Delhi
Diesel,Hatchback,Manual,1,Ford,Ford Figo,2019,515000.0,Comprehensive,63176.0,18.16,1196,5,Golden,Delhi
Petrol,Sedan,Automatic,1,Audi,Audi A4,2021,4000000.0,Comprehensive,24000.0,19.44,1198,5,Others,Delhi
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,418000.0,Comprehensive,22820.0,24.29,1498,5,Black,Delhi
Diesel,SUV,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2022,7600000.0,Comprehensive,5000.0,19.260860166288737,998,5,Others,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,200000.0,Third Party insurance,30000.0,20.71,799,5,Red,Delhi
Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2017,685000.0,Comprehensive,74538.0,19.3,1248,5,Black,Delhi
Petrol,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2019,3600000.0,Third Party insurance,40000.0,17.99,1462,5,Others,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,289000.0,Comprehensive,45399.0,17.8,1497,5,Red,Delhi
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,2018,610000.0,Third Party,24940.0,15.63,1499,5,Brown,Delhi
Diesel,SUV,Automatic,1,Hyundai,Hyundai Creta,2019,1400000.0,Comprehensive,22000.0,23.95,998,5,Red,Delhi
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2014,323000.0,Comprehensive,98681.0,18.6,1197,5,Red,Delhi
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2023,9500000.0,Comprehensive,6000.0,19.260860166288737,1493,5,White,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,525000.0,Comprehensive,40000.0,18.6,1197,5,Red,Delhi
Diesel,SUV,Manual,1,Honda,Honda WR-V,2018,725000.0,Comprehensive,58000.0,15.1,2179,5,Silver,Delhi
Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,425000.0,Comprehensive,75000.0,18.6,1199,5,Red,Delhi
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2014,350000.0,Comprehensive,76000.0,18.6,1197,5,White,Delhi
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2017,325000.0,Comprehensive,60000.0,23.8,1498,5,Silver,Delhi
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,675000.0,Comprehensive,58000.0,21.01,1197,5,Blue,Delhi
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Jetta,2013,415000.0,Comprehensive,80000.0,12.62,2198,5,Others,Delhi
Diesel,Sedan,Automatic,1,Volvo,Volvo S90,2018,3875000.0,Third Party insurance,20000.0,22.7,799,5,Grey,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,589000.0,Comprehensive,42841.0,22.07,1199,5,Blue,Delhi
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,650000.0,Comprehensive,67000.0,18.6,1199,5,TITANIUM GREY,Delhi
Petrol,MUV,Manual,1,Maruti,Maruti XL6,2020,1027000.0,Third Party insurance,26000.0,12.0,2393,6,Silver,Delhi
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,375000.0,Third Party insurance,40000.0,21.79,998,5,Brown,Delhi
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2019,1300000.0,Third Party insurance,60000.0,23.01,999,7,Silver,Delhi
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2015,903000.0,Comprehensive,37140.0,22.7,799,5,Silver,Delhi
Cng,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,350000.0,Third Party insurance,120000.0,18.2,1199,5,Others,Delhi
Diesel,SUV,Automatic,1,Toyota,Toyota Fortuner,2018,2850000.0,Third Party insurance,74000.0,20.3,1199,7,White,Delhi
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,904000.0,Zero Dep,16430.0,23.1,998,5,Orange,Delhi
Petrol,SUV,Manual,1,Toyota,Toyota Urban cruiser,2022,950000.0,Third Party insurance,10000.0,19.16,2494,5,White,Delhi
Petrol,Sedan,Automatic,1,Honda,Honda City,2017,949000.0,Comprehensive,63054.0,21.21,1197,5,Blue,Delhi
Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2022,3900000.0,Comprehensive,12000.0,19.01,1462,5,Gray,Delhi
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2022,7400000.0,Comprehensive,13000.0,20.51,998,5,Orange,Delhi
Diesel,SUV,Automatic,2,Hyundai,Hyundai Creta,2018,1099000.0,Comprehensive,32000.0,23.0,1498,5,Blue,Delhi
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2022,1511000.0,Comprehensive,3500.0,21.01,1197,5,Others,Delhi
Petrol,Convertibles,Automatic,1,Mercedes-Benz,Mercedes-Benz SLC,2017,6475000.0,Third Party insurance,7023.0,19.56,1197,2,Grey,Delhi
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2022,9200000.0,Comprehensive,5000.0,22.54,1396,5,Others,Delhi
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,4000000.0,Comprehensive,11000.0,17.4,1497,5,Lunar Silver Metallic,Delhi
