Fuel_Type,Body_Type,transmission,ownerNo,Brand,model,modelYear,price,Insurance_Validity,Kms_Driven,Mileage,Engine,Seats,Color,City
Petrol,MUV,Manual,1,Renault,Renault Triber,2022,675000.0,Third Party insurance,55763.56476399561,20.0,999,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,795000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Brown,Chennai
Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2021,11300000.0,Third Party insurance,55763.56476399561,19.260860166288737,2925,5,White,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,587000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Red,Chennai
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2019,807000.0,Third Party insurance,55763.56476399561,18.2,1199,5,Silver,Chennai
Diesel,Hatchback,Manual,1,Ford,Ford Figo,2012,260000.0,Third Party insurance,55763.56476399561,20.0,1399,5,Red,Chennai
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,760000.0,Third Party insurance,55763.56476399561,28.4,1248,5,Blue,Chennai
Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero,2022,1070000.0,Third Party insurance,55763.56476399561,16.0,1493,5,Others,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2020,650000.0,Third Party insurance,55763.56476399561,21.01,1197,5,Others,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti S-Presso,2020,520000.0,Third Party insurance,55763.56476399561,21.7,998,5,Orange,Chennai
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2011,350000.0,Third Party insurance,55763.56476399561,19.3,1248,5,Others,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2015,875000.0,Third Party insurance,55763.56476399561,15.8,1591,5,White,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series GT,2019,4350000.0,Third Party insurance,55763.56476399561,21.76,1995,5,White,Chennai
Diesel,SUV,Automatic,1,Mahindra,Mahindra XUV500,2018,1450000.0,Third Party insurance,55763.56476399561,16.0,2179,5,Red,Chennai
Petrol,SUV,Manual,1,Mahindra,Mahindra Thar,2022,1725000.0,Third Party insurance,55763.56476399561,15.2,1997,5,Black,Chennai
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2018,302000.0,Third Party insurance,55763.56476399561,22.7,799,5,White,Chennai
Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2018,1060000.0,Third Party insurance,55763.56476399561,22.0,1582,5,White,Chennai
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2007,600000.0,Third Party insurance,55763.56476399561,12.8,2494,5,Others,Chennai
Petrol,Sedan,Manual,1,Tata,Tata Tigor,2022,722000.0,Third Party insurance,55763.56476399561,19.28,1199,5,Maroon,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio X,2018,463000.0,Third Party insurance,55763.56476399561,21.63,998,5,Blue,Chennai
Petrol,SUV,Automatic,1,MG,MG Hector,2021,1770000.0,Third Party insurance,55763.56476399561,19.260860166288737,1451,5,White,Chennai
Petrol,Sedan,Manual,2,Honda,Honda Amaze,2019,627000.0,Third Party insurance,55763.56476399561,19.5,1199,5,Silver,Chennai
Petrol,SUV,Manual,2,Tata,Tata Nexon,2018,658000.0,Third Party insurance,55763.56476399561,17.0,1198,5,Silver,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio X,2018,477000.0,Third Party insurance,55763.56476399561,21.63,998,5,Orange,Chennai
Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2019,500000.0,Third Party insurance,55763.56476399561,23.84,1199,5,Others,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,650000.0,Third Party insurance,55763.56476399561,21.21,1197,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2017,455000.0,Third Party insurance,55763.56476399561,20.89,1197,5,Blue,Chennai
Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2015,475000.0,Third Party insurance,55763.56476399561,21.19,1396,5,Others,Chennai
Diesel,MUV,Automatic,1,Toyota,Toyota Innova Crysta,2021,2800000.0,Third Party insurance,55763.56476399561,12.0,2393,5,White,Chennai
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2018,975000.0,Third Party insurance,55763.56476399561,17.0,1591,5,Grey,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,750000.0,Third Party insurance,55763.56476399561,17.0,1591,5,White,Chennai
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2016,485000.0,Third Party insurance,55763.56476399561,23.1,998,5,Golden,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,460000.0,Third Party insurance,55763.56476399561,23.1,998,5,Blue,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2021,1265000.0,Third Party insurance,55763.56476399561,18.6,1498,5,Others,Chennai
Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20 Active,2016,567000.0,Third Party insurance,55763.56476399561,21.19,1396,5,White,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2020,619000.0,Third Party insurance,55763.56476399561,23.84,1199,5,Silver,Chennai
Petrol,Sedan,Manual,0,Honda,Honda City,2017,630000.0,Third Party insurance,55763.56476399561,17.8,1497,5,White,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2018,835000.0,Third Party insurance,55763.56476399561,15.8,1591,5,Red,Chennai
Diesel,SUV,Manual,2,MG,MG Hector,2021,1703000.0,Third Party insurance,55763.56476399561,17.41,1956,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,635000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Grey,Chennai
Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2019,635000.0,Third Party insurance,55763.56476399561,22.54,1396,5,Red,Chennai
Diesel,Hatchback,Manual,2,Ford,Ford Figo,2013,300000.0,Third Party insurance,55763.56476399561,20.0,1399,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,657000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Red,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Celerio,2014,390000.0,Third Party insurance,55763.56476399561,25.24,998,5,Red,Chennai
Diesel,Sedan,Manual,1,Tata,Tata Tigor,2019,620000.0,Third Party insurance,55763.56476399561,24.7,1047,5,Others,Chennai
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,2017,465000.0,Third Party insurance,55763.56476399561,17.0,1198,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,590000.0,Third Party insurance,55763.56476399561,18.6,1197,5,White,Chennai
Diesel,SUV,Manual,2,Isuzu,Isuzu MU 7,2016,950000.0,Third Party insurance,55763.56476399561,12.08,2999,5,Silver,Chennai
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2018,2150000.0,Third Party insurance,55763.56476399561,17.9,2143,5,Red,Chennai
Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2018,4600000.0,Third Party insurance,55763.56476399561,16.1,1950,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2016,490000.0,Third Party insurance,55763.56476399561,19.5,1199,5,TITANIUM,Chennai
Petrol,Sedan,Manual,1,Toyota,Toyota Etios,2016,620000.0,Third Party insurance,55763.56476399561,16.78,1496,5,Red,Chennai
Diesel,Sedan,Automatic,1,Skoda,Skoda Superb,2015,1950000.0,Third Party insurance,55763.56476399561,17.2,1968,5,White,Chennai
Diesel,Sedan,Automatic,3,BMW,BMW 5 Series,2008,680000.0,Third Party insurance,55763.56476399561,11.5,2993,5,Others,Chennai
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2018,594000.0,Third Party insurance,55763.56476399561,18.7,1199,5,Brown,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,536000.0,Third Party insurance,55763.56476399561,18.6,1197,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,365000.0,Third Party insurance,55763.56476399561,23.1,998,5,Silver,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,2017,544000.0,Third Party insurance,55763.56476399561,20.89,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2020,566000.0,Third Party insurance,55763.56476399561,23.84,1199,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2013,420000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Blue,Chennai
Petrol,Sedan,Manual,2,Honda,Honda City,2017,748000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Red,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2021,880000.0,Third Party insurance,55763.56476399561,18.6,1199,5,Silver,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,616000.0,Third Party insurance,55763.56476399561,21.21,1197,5,Silver,Chennai
Petrol,SUV,Manual,1,MG,MG Hector,2020,1554000.0,Third Party insurance,55763.56476399561,14.16,1451,5,White,Chennai
Petrol,Hatchback,Automatic,1,Mini,Mini Cooper,2014,2100000.0,Third Party insurance,55763.56476399561,19.23,1598,5,Blue,Chennai
Diesel,SUV,Automatic,1,Audi,Audi Q3,2016,2175000.0,Third Party insurance,55763.56476399561,15.73,1968,5,Blue,Chennai
Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,2018,4200000.0,Third Party insurance,55763.56476399561,17.9,2143,5,Silver,Chennai
Petrol,SUV,Automatic,1,Audi,Audi Q5,2019,4300000.0,Third Party insurance,55763.56476399561,8.5,1984,5,Blue,Chennai
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2018,725000.0,Third Party insurance,55763.56476399561,16.09,1598,5,Grey,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Ritz,2010,275000.0,Third Party insurance,55763.56476399561,21.1,1197,5,Others,Chennai
Diesel,SUV,Automatic,1,BMW,BMW X5,2018,5750000.0,Third Party insurance,55763.56476399561,15.97,2993,5,Brown,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,635000.0,Third Party insurance,55763.56476399561,19.0,1197,5,Blue,Chennai
Diesel,Sedan,Automatic,3,Mercedes-Benz,Mercedes-Benz E-Class,2013,1800000.0,Third Party insurance,55763.56476399561,13.0,2143,5,Brown,Chennai
Diesel,Sedan,Automatic,1,Volvo,Volvo S60,2015,1900000.0,Third Party insurance,55763.56476399561,9.0,1984,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2017,510000.0,Third Party insurance,55763.56476399561,22.38,1197,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,817000.0,Third Party insurance,55763.56476399561,22.38,1197,5,Silver,Chennai
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2018,850000.0,Third Party insurance,55763.56476399561,23.65,1248,5,White,Chennai
Petrol,SUV,Manual,2,Ford,Ford Ecosport,2016,539000.0,Third Party insurance,55763.56476399561,15.85,1499,5,Orange,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2017,538000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2012,235000.0,Third Party insurance,55763.56476399561,19.7,796,5,Red,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,666000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Blue,Chennai
Diesel,Hatchback,Manual,2,Ford,Ford Figo,2010,210000.0,Third Party insurance,55763.56476399561,20.0,1399,5,CHILL,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2016,413000.0,Third Party insurance,55763.56476399561,20.51,998,5,Silver,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,505000.0,Third Party insurance,55763.56476399561,22.41,1197,5,Red,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2009,300000.0,Third Party insurance,55763.56476399561,20.36,1197,5,Blue,Chennai
Diesel,Sedan,Automatic,1,Audi,Audi A6,2014,890000.0,Third Party insurance,55763.56476399561,17.68,1968,5,White,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti 800,2002,140000.0,Third Party insurance,55763.56476399561,16.1,796,5,White,Chennai
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,810000.0,Third Party insurance,55763.56476399561,19.03,999,5,Brown,Chennai
Diesel,SUV,Automatic,1,Jeep,Jeep Meridian,2023,4100000.0,Third Party insurance,55763.56476399561,19.260860166288737,1956,5,Black,Chennai
Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2018,725000.0,Third Party insurance,55763.56476399561,14.8,1497,5,Grey,Chennai
Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,1755000.0,Third Party insurance,55763.56476399561,17.2,999,5,White,Chennai
Petrol,SUV,Manual,1,Kia,Kia Seltos,2019,1050000.0,Third Party insurance,55763.56476399561,16.8,1497,5,White,Chennai
Petrol,SUV,Manual,1,Toyota,Toyota Urban cruiser,2021,1000000.0,Third Party insurance,55763.56476399561,17.03,1462,5,Brown,Chennai
Petrol,Sedan,Automatic,1,Skoda,Skoda Rapid,2018,850000.0,Third Party insurance,55763.56476399561,14.84,1598,5,Grey,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,508000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Silver,Chennai
Diesel,Sedan,Manual,2,Honda,Honda City,2018,851000.0,Third Party insurance,55763.56476399561,25.6,1498,5,Grey,Chennai
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2022,625000.0,Third Party insurance,55763.56476399561,22.3,999,5,White,Chennai
Petrol,Hatchback,Automatic,2,Honda,Honda Jazz,2016,560000.0,Third Party insurance,55763.56476399561,19.0,1199,5,Orange,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2014,335000.0,Third Party insurance,55763.56476399561,19.81,1086,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,445000.0,Third Party insurance,55763.56476399561,18.6,1197,5,White,Chennai
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2019,830000.0,Third Party insurance,55763.56476399561,23.0,1498,5,Red,Chennai
Diesel,SUV,Automatic,1,Mahindra,Mahindra Thar,2022,1790000.0,Third Party insurance,55763.56476399561,19.260860166288737,2184,5,Black,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,630000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Blue,Chennai
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2016,527000.0,Third Party insurance,55763.56476399561,22.41,1197,5,Silver,Chennai
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2020,1320000.0,Third Party insurance,55763.56476399561,16.8,1353,5,Others,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,860000.0,Third Party insurance,55763.56476399561,22.38,1197,5,Silver,Chennai
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,766000.0,Third Party insurance,55763.56476399561,15.29,1591,5,Others,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,610000.0,Third Party insurance,55763.56476399561,22.41,1197,5,Gray,Chennai
Diesel,Sedan,Automatic,3,Skoda,Skoda Rapid,2015,475000.0,Third Party insurance,55763.56476399561,21.66,1498,5,Others,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,390000.0,Third Party insurance,55763.56476399561,18.9,1197,5,White,Chennai
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Aura,2020,680000.0,Third Party insurance,55763.56476399561,20.1,1197,5,Grey,Chennai
Diesel,SUV,Manual,1,Jeep,Jeep Meridian,2022,3150000.0,Third Party insurance,55763.56476399561,19.260860166288737,1956,5,Green,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,855000.0,Third Party insurance,55763.56476399561,17.0,1591,5,White,Chennai
Petrol,MUV,Manual,1,Maruti,Maruti XL6,2022,1200000.0,Third Party insurance,55763.56476399561,19.01,1462,5,Gray,Chennai
Petrol,Sedan,Manual,1,Skoda,Skoda Slavia,2022,1786000.0,Third Party insurance,55763.56476399561,18.72,1498,5,Red,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,614000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Red,Chennai
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2010,340000.0,Third Party insurance,55763.56476399561,17.5,1298,5,Golden,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20 Active,2016,558000.0,Third Party insurance,55763.56476399561,17.19,1197,5,Red,Chennai
Petrol,MUV,Manual,2,Renault,Renault Triber,2020,650000.0,Third Party insurance,55763.56476399561,20.0,999,5,Blue,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda City,2017,950000.0,Third Party insurance,55763.56476399561,18.3,1498,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,710000.0,Third Party insurance,55763.56476399561,22.38,1197,5,Red,Chennai
Petrol,SUV,Automatic,1,MG,MG Hector,2019,1700000.0,Third Party insurance,55763.56476399561,13.96,1451,5,Red,Chennai
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2016,684000.0,Third Party insurance,55763.56476399561,22.77,1498,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2018,309000.0,Third Party insurance,55763.56476399561,22.7,799,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2018,500000.0,Third Party insurance,55763.56476399561,21.63,998,5,Blue,Chennai
Petrol,Sedan,Automatic,1,BMW,BMW 3 Series Gran Limousine,2021,5500000.0,Third Party insurance,55763.56476399561,15.3,1998,5,Red,Chennai
Petrol,Hatchback,Manual,0,Maruti,Maruti Baleno,2018,650000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2018,360000.0,Third Party insurance,55763.56476399561,23.01,999,5,Brown,Chennai
Diesel,SUV,Manual,1,MG,MG Hector Plus,2021,1875000.0,Third Party insurance,55763.56476399561,16.65,1956,5,Others,Chennai
Petrol,Sedan,Manual,2,Hyundai,Hyundai Xcent,2014,450000.0,Third Party insurance,55763.56476399561,19.1,1197,5,Others,Chennai
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2018,660000.0,Third Party insurance,55763.56476399561,21.4,1197,5,Others,Chennai
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,950000.0,Third Party insurance,55763.56476399561,24.3,1248,5,Others,Chennai
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2017,500000.0,Third Party insurance,55763.56476399561,17.0,1198,5,Others,Chennai
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,2390000.0,Third Party insurance,55763.56476399561,12.62,2198,5,Red,Chennai
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2014,361000.0,Third Party insurance,55763.56476399561,20.51,998,5,Silver,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,549000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,3,Ford,Ford Figo,2012,210000.0,Third Party insurance,55763.56476399561,15.6,1196,5,Black,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,704000.0,Third Party insurance,55763.56476399561,22.38,1197,5,Silver,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2019,729000.0,Third Party insurance,55763.56476399561,19.5,1199,5,Grey,Chennai
Petrol,Sedan,Automatic,1,Honda,Honda City,2014,700000.0,Third Party insurance,55763.56476399561,18.0,1497,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2018,619000.0,Third Party insurance,55763.56476399561,18.6,1197,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2017,725000.0,Third Party insurance,55763.56476399561,17.8,1497,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,621000.0,Third Party insurance,55763.56476399561,20.7,1197,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda Amaze,2020,685000.0,Third Party insurance,55763.56476399561,19.5,1199,5,Green,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2021,950000.0,Third Party insurance,55763.56476399561,18.6,1498,5,Grey,Chennai
Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2017,1850000.0,Third Party insurance,55763.56476399561,12.62,2198,5,Maroon,Chennai
Diesel,SUV,Manual,1,MG,MG Hector Plus,2021,1850000.0,Third Party insurance,55763.56476399561,16.65,1956,5,Others,Chennai
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2013,410000.0,Third Party insurance,55763.56476399561,20.5,1598,5,White,Chennai
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Ameo,2019,570000.0,Third Party insurance,55763.56476399561,19.44,999,5,Brown,Chennai
Diesel,SUV,Manual,2,Mahindra,Mahindra TUV 300,2016,550000.0,Third Party insurance,55763.56476399561,18.49,1493,5,Others,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2015,600000.0,Third Party insurance,55763.56476399561,17.4,1497,5,Others,Chennai
Diesel,Sedan,Manual,3,Volkswagen,Volkswagen Jetta,2009,226000.0,Third Party insurance,55763.56476399561,15.0,1896,5,Black,Chennai
Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,2018,1350000.0,Third Party insurance,55763.56476399561,14.62,1999,5,Blue,Chennai
Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,2016,2600000.0,Third Party insurance,55763.56476399561,22.69,1995,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,365000.0,Third Party insurance,55763.56476399561,18.9,1197,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2018,707000.0,Third Party insurance,55763.56476399561,17.19,1197,5,White,Chennai
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2017,800000.0,Third Party insurance,55763.56476399561,17.0,1591,5,Others,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Santro,2018,520000.0,Third Party insurance,55763.56476399561,20.3,1086,5,Silver,Chennai
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2016,602000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Blue,Chennai
Diesel,Sedan,Automatic,2,Hyundai,Hyundai Verna,2018,1050000.0,Third Party insurance,55763.56476399561,22.0,1582,5,White,Chennai
Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,546000.0,Third Party insurance,55763.56476399561,22.54,1396,5,Red,Chennai
Diesel,Sedan,Automatic,3,Volvo,Volvo S90,2019,3475000.0,Third Party insurance,55763.56476399561,18.0,1969,5,White,Chennai
Petrol,Sedan,Manual,1,Honda,Honda City,2020,1188000.0,Third Party insurance,55763.56476399561,18.6,1498,5,Red,Chennai
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,621000.0,Third Party insurance,55763.56476399561,18.6,1197,5,Blue,Chennai
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,515000.0,Third Party insurance,55763.56476399561,21.21,1197,5,Grey,Chennai
