it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Engine,Max Power,Torque,Wheel Size,Seats,Mileage,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Compression Ratio,Super Charger,BoreX Stroke,Length,Width,Height,Wheel Base,Kerb Weight,Front Tread,Rear Tread,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Diesel,SUV,"3,800",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2020,Third Party insurance,Diesel,5 Seats,"3,800 Kms",First Owner,1493 cc,Manual,2020,DL2C,1197 CC,83.1bhp,115Nm,16,5,21.4 kmpl,Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,920kg,1505mm,1515mm,1360kg,,,,,,,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.79 seconds,Delhi
0,Petrol,Sedan,"45,000",Automatic,1,1st Owner,BMW,BMW 3 Series GT,2017,6632,M Sport Petrol,₹ 32.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Comprehensive,Petrol,5 Seats,"45,000 Kms",First Owner,1998 cc,Automatic,2017,DL26,1197 CC,82bhp,114Nm,14,5,18.9 kmpl,Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,935kg,1479mm,1493mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Petrol,Hatchback,"43,124",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1544,AT Asta,₹ 4.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Petrol,5 Seats,"43,124 Kms",Second Owner,1197 cc,Automatic,2014,UP16,998 CC,67.04bhp,90Nm,,5,23.1 kmpl,White,K10B Engine ,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,11.0:1,No,73 X 82 mm,3600mm,1600mm,1560mm,2425mm,810kg,1420mm,1410mm,1250kg,,,,,,,5 Speed ,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,4.7 metres,150 Kmph,15.05 Seconds,Delhi
0,Diesel,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2020,7799,W7,₹ 13 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Diesel,7 Seats,"20,000 Kms",First Owner,2179 cc,Manual,2020,UP21,2694 CC,163.60bhp,245nm,17,7,8 kmpl,White,2.7 L Dual VVT,2694,163.60bhp@5200rpm,245nm@4000rpm,4.0,4.0,,,DOHC,,,,4735mm,1830mm,1795mm,2750mm,1790kg,1530mm,1530mm,2340kg,,,,,,,6 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",17,5,300,5.4,,,Delhi
0,Diesel,SUV,"60,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2017,1444,1.6 CRDi AT SX Plus,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1582 cc,Automatic,2017,PH65,998 CC,67.04bhp,90Nm,,5,23.1 kmpl,Red,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,11.0:1,No,73 X 82 mm,3715mm,1635mm,1565mm,2425mm,845kg,1420mm,1410mm,1250kg,,,,,,,5 Speed ,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,4.7 metres,150 Kmph,15.05 Seconds,Delhi
0,Petrol,Hatchback,"36,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,6779,Zeta,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Third Party,Petrol,5 Seats,"36,000 Kms",First Owner,1197 cc,Manual,2018,DL3C,1198 CC,86.7bhp,109Nm,,5,18 kmpl,White,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,SOHC,,No,,3990mm,1680mm,1505mm,2405mm,960kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.5 metres,160 Kmph,15 Seconds,Delhi
0,Petrol,Hatchback,"44,559",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1544,AT Asta,₹ 4.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Third Party insurance,Petrol,5 Seats,"44,559 Kms",First Owner,1197 cc,Automatic,2015,DL8C,1199 CC,88.7bhp,110Nm,16,5,17.5 kmpl,Others,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,SOHC,,No,,3999mm,1734mm,1601mm,2555mm,1103kg,,,,,,,,,,5 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,5.3 metres,164.26 kmph,15.31 Seconds,Delhi
0,Petrol,SUV,"10,000",Manual,1,1st Owner,MG,MG Hector Plus,2022,7908,Sharp Hybrid MT,₹ 20.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,6 Seats,"10,000 Kms",First Owner,1451 cc,Manual,2022,UP16,1498 CC,98.6bhp,200Nm,,5,27.3 kmpl,Others,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,,Yes,DOHC,,No,,3955mm,1694mm,1544mm,2530mm,1146kg,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless, Radial",,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
0,Petrol,Hatchback,"37,587",Manual,1,1st Owner,Tata,Tata Altroz,2021,8118,XM plus BSVI,₹ 6.27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2021,Comprehensive,Petrol,5 Seats,"37,587 Kms",First Owner,1199 cc,Manual,2021,Hr22,2143 CC,107.3bhp,250Nm,16,5,15 kmpl,Grey,In-line Diesel Engine,2143,107.3bhp@3200-4400rpm,250Nm@1400-2800rpm,4.0,4.0,Direct Injection,Yes,,,No,,4359mm,2010mm,1557mm,2699mm,1565kg,1522mm,1549mm,2025kg,,,,,,,7G DCT 7-Speed Dual Clutch Transmission ,FWD,5,Power,Disc,Disc,"Tubeless,Radial",16,5,486-litres,5.5 metres,190km/hr,10.7 Seconds,Delhi
0,Petrol,Sedan,"90,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1156,SX i VTEC,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"90,000 Kms",First Owner,1198 cc,Manual,2016,HR13,1298 CC,85 PS ,110 Nm ,13,5,15.9 kmpl,Silver,In-Line Engine,1298,85 PS @ 6000 rpm ,110 Nm @ 4500 rpm ,4.0,4.0,,No,SOHC,9:01,No,74 x 75.5 mm,4095mm,1575mm,1395mm,2365mm,875kg,1365mm,1340mm,1315kg,,,,,,,5 Speed,,5,Power,Booster assisted ventilated disc,Booster assisted drum,"Tubeless,Radial",13,4,,4.8 m,164 kmph,13.1 seconds,Delhi
0,Petrol,Hatchback,"73,786",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1591,Magna 1.2,₹ 1.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2010,Comprehensive,Petrol,5 Seats,"73,786 Kms",First Owner,1197 cc,Manual,2010,UP15,1197 CC,83.1bhp,115Nm,16,5,21.4 kmpl,Grey,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,920kg,1505mm,1515mm,1360kg,,,,,,,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.79 seconds,Delhi
0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Toyota,Toyota Corolla Altis,2009,6151,1.8 VL AT,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1794 cc,Automatic,2009,DD4L,1198 CC,82bhp,115Nm,,6,18.15 kmpl,Orange,mFALCON G80 Engine,1198,82bhp@5500rpm,115Nm@3500-3600rpm,3.0,4.0,MPFI,No,DOHC,,No,,3675mm,1715mm,1635mm,2385mm,1155,1490mm,1490mm,,,,,,,,5 Speed,FWD,6,Power,Disc,Drum,"Tubeless,Radial",,5,243-litres,5.05 meters,160 kmph,14.5 seconds,Delhi
0,Petrol,Hatchback,"22,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,7084,VXI,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2018,Third Party insurance,Petrol,5 Seats,"22,000 Kms",First Owner,1197 cc,Manual,2018,HR26,1461 CC,108.45bhp,245Nm,,5,19.6 kmpl,Others,dCi THP Diesel Engine,1461,108.45bhp@4000rpm,245Nm@1750rpm,4.0,4.0,CRDi,Yes,DOHC,,No,,4315mm,1822mm,1695mm,2673mm,1245,1560mm,1567mm,1813kg,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,475-litres,5.2 metres,168 Kmph,12.5 Seconds,Delhi
0,Petrol,Hatchback,"38,103",Automatic,1,1st Owner,Maruti,Maruti Baleno,2019,6780,Alpha CVT,₹ 7.43 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2019,Comprehensive,Petrol,5 Seats,"38,103 Kms",First Owner,1197 cc,Automatic,2019,UP16,998 CC,98.63bhp,172nm,15,5,20.7 kmpl,Black,1.0 Turbo GDi petrol,998,98.63bhp@6000rpm,172nm@1500-4000rpm,3.0,4.0,,Yes,,,,,3805mm,1680,1520,2450,1180,,,,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,,,,,Delhi
0,Petrol,Hatchback,"15,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2022,7586,Zeta BSVI,₹ 6.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2022,Third Party insurance,Petrol,5 Seats,"15,000 Kms",First Owner,1197 cc,Manual,2022,HR26,1497 CC,117.3bhp,145Nm,15,5,18 kmpl,Brown,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,SOHC,10.3:1,No,73.0 X 89.4 mm,4440mm,1695mm,1495mm,2600mm,1085kg,1480mm,1465mm,,,,,,,,5 Speed CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,5.3 metres,195 Kmph,10 Seconds,Delhi
0,Diesel,MUV,"69,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2018,2406,2.8 GX AT BSIV,₹ 17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2018,Comprehensive,Diesel,7 Seats,"69,000 Kms",First Owner,2755 cc,Automatic,2018,DL2C,1798 CC,138.1bhp,173Nm,15,5,14.53 kmpl,Others,DOHC Dual VVT-i Petrol En,1798,138.1bhp@6400rpm,173Nm@4000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,DOHC,,No,,4620mm,1776mm,1475mm,2700mm,1340,1530mm,1535mm,,,,,,,,6 Speed ,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,475-litres,5.3 metres,205km/hr,10.42Seconds,Delhi
0,Petrol,Hatchback,"48,327",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2013,1542,Asta,₹ 3.59 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2013,Comprehensive,Petrol,5 Seats,"48,327 Kms",Second Owner,1197 cc,Manual,2013,HR51,1197 CC,108.62bhp,200Nm,16,5,16.82 kmpl,Red,1.2L Petrol,1197,108.62bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,,Yes,,,,,3995mm,1821mm,1627mm,2600mm,1430,,,,,,,,,,6 Speed,,5,Power,Disc,Disc,"Tubeless, Radial",16,5,,5.3,,,Delhi
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Zen Estilo,2008,5765,1.1 LXI BSIII,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2008,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1061 cc,Manual,2008,,1364 CC,86.79bhp,205Nm,16,5,21.43 kmpl,White,D-4D Diesel Engine,1364,86.79bhp@3800rpm,205Nm@1800-2800rpm,4.0,4.0,CRDi,Yes,DOHC,,No,,4620mm,1775mm,1475mm,2700mm,1270kg,1530mm,1535mm,1670kg,,,,,,,6 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",16,4,470,5.4 meters,170 Kmph,11.8 Seconds,Delhi
0,Petrol,SUV,"38,967",Manual,1,1st Owner,Kia,Kia Seltos,2020,7112,GTX Plus,₹ 11.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Third Party insurance,Petrol,5 Seats,"38,967 Kms",First Owner,1353 cc,Manual,2020,UP14,1248 CC,74.02bhp,190Nm,,5,28.4 kmpl,Silver,DDiS Diesel Engine,1248,74.02bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,3995mm,1735mm,1515mm,2450mm,955-990Kg,1530mm,1520mm,1405Kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,378,4.8 metres,,,Delhi
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2020,Comprehensive,Diesel,5 Seats,"50,000 Kms",First Owner,1493 cc,Manual,2020,DL2C,1591 CC,121.3bhp,151Nm,16,5,17 kmpl,Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFI,No,DOHC,,No,,4440mm,1729mm,1475mm,2600mm,1228,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,4,480,,,11.31 Seconds,Delhi
0,Petrol,Hatchback,"33,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,6776,Alpha,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Comprehensive,Petrol,5 Seats,"33,000 Kms",First Owner,1197 cc,Manual,2016,DL9C,1968 CC,187.74bhp,400Nm,18,5,18.53 kmpl,White,In Line Diesel Engine,1968,187.74bhp@3800-4200rpm,400Nm@1750-3000rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,4933mm,1874mm,1455mm,2912mm,1735kg,1627mm,1618mm,2240kg,,,,,,,7 Speed,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,4,530-litres,5.95 metres,232 Kmph,8.4 Seconds,Delhi
0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Toyota,Toyota Etios,2014,2204,G,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Petrol,5 Seats,"70,000 Kms",First Owner,1496 cc,Manual,2014,DL14,1199 CC,82.4bhp,108.5Nm,,5,18.2 kmpl,White,SMARTECH Petrol Engine,1199,82.4bhp@6000rpm,108.5Nm@5000rpm,4.0,4.0,MPFi,No,DOHC,,No,,4249mm,1690mm,1503mm,2465mm,1065kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,370-litres,5.15 metres ,155 Kmph,14 Seconds,Delhi
0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2006,4336,LXI,"₹ 90,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2006,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Third Owner,998 cc,Manual,2006,GJ01,2967 CC,241.4bhp,580Nm,18,5,13.22 kmpl,White,TDI Quattro Engine,2967,241.4bhp@4000-4500rpm,580Nm@1400-3250rpm,6.0,4.0,CRDI,Yes,DOHC,,No,,4629mm,2089mm,1655mm,2807mm,1955kg,1617mm,1614mm,2470kg,,,,,,,7 Speed ,AWD,5,Power,Ventilated Disc,Disc,"Tubeless,Radial",18,5,540-litres,5.8 metres,225 Kmph,6.5 Seconds,Delhi
0,Diesel,SUV,"72,000",Automatic,1,1st Owner,Isuzu,Isuzu MU-X,2018,5734,4X4,₹ 16.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2018,Comprehensive,Diesel,7 Seats,"72,000 Kms",First Owner,2999 cc,Automatic,2018,DL8C,1498 CC,98.6bhp,200Nm,16,5,25.5 kmpl,Red,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,DOHC,,No,,3999mm,1734mm,1601mm,2555mm,1198kg,,,,,,,,,,6 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,5.3 metres,176 kmph,12.43 Seconds,Delhi
0,Petrol,SUV,"58,511",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,₹ 8.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2017,Comprehensive,Petrol,5 Seats,"58,511 Kms",First Owner,1591 cc,Manual,2017,HR26,1248 CC,88.5bhp,200Nm,16,5,28.09 kmpl,Others,DDIS Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,DOHC,10.1:1,No,69.6 X 82mm,4490mm,1730mm,1485mm,2650mm,1135kg,1495mm,1505mm,1595kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",16,4,510-litres,5.4 metres,190 kmph,15 Seconds,Delhi
0,Diesel,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1248 cc,Manual,2014,,1248 CC,88.5bhp,200Nm,16,5,28.09 kmpl,Others,DDIS Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,DOHC,10.1:1,No,69.6 X 82mm,4490mm,1730mm,1485mm,2650mm,1135kg,1495mm,1505mm,1595kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",16,4,510-litres,5.4 metres,190 kmph,15 Seconds,Delhi
0,Diesel,SUV,"40,000",Manual,3,3rd Owner,Mahindra,Mahindra Scorpio,2019,6116,S7 140 BSIV,₹ 12.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Diesel,7 Seats,"40,000 Kms",Third Owner,2179 cc,Manual,2019,UP14,2967 CC,245bhp,600Nm,19,7,14.75 kmpl,White,V-Type Diesel Engine,2967,245bhp@2910-4500rpm,600Nm@1500-3000rpm,4.0,4.0,CRDi,Yes,DOHC,,No,84.5 x 89.0,5052 mm,2212 mm,1740 mm,2994 mm,2330 kg,1679 mm,1691 mm,2925 kg,,,,,,,8 Speed,AWD,7,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",19,5,890 litres,6.2 metres,234 Kmph,7.1 Seconds,Delhi
0,Petrol,Hatchback,"43,500",Manual,1,1st Owner,Maruti,Maruti Swift,2019,4160,LXI BSIV,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,Petrol,5 Seats,"43,500 Kms",First Owner,1197 cc,Manual,2019,HR51,2393 CC,147.8bhp,343Nm,16,8,13.68 kmpl,Black,2-GD FTV Engine,2393,147.8bhp@3400rpm,343Nm@1400-2800rpm,7.0,4.0,Direct Injection,Yes,DOHC,,No,3.62 X 4.08 mm,4735mm,1830mm,1795mm,2750mm,1825kg,1540mm,1540mm,2460kg,178mm,,,,,,5 Speed,RWD,8,Power,Disc,Drum,"Tubeless,Radial",16,5,,5.4 meters,,,Delhi
0,Petrol,Sedan,"68,192",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2019,4224,VXi,₹ 6.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Comprehensive,Petrol,5 Seats,"68,192 Kms",First Owner,1298 cc,Manual,2019,HR51,2143 CC,167.62bhp,400Nm,16,5,19.27 kmpl,Blue,In-Line Engine,2143,167.62bhp@3000-4200rpm,400Nm@1400-2800rpm,4.0,4.0,CRDi,Yes,DOHC,,No,,4686mm,2020mm,1442mm,2840mm,1655kg,1588mm,1588 mm,2135kg,,,,,,,9 Speed,RWD,5,Power,Disc,Disc,"Tubeless, Radial",16,4,480-litres,5.61 metres,233 Kmph,7.4 Seconds,Delhi
0,Diesel,SUV,"1,00,000",Manual,3,3rd Owner,Mahindra,Mahindra XUV500,2017,3812,W6 1.99 mHawk,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,7 Seats,"1,00,000 Kms",Third Owner,1997 cc,Manual,2017,DL10,2993 CC,258bhp,560Nm,19,5,16.46 kmpl,White,Diesel Engine,2993,258bhp@4000rpm,560Nm@1500rpm,6.0,4.0,CRDi,Yes,DOHC,16.5:1,No,84.0 x 90.0 mm,5219mm,2142mm,1481mm,3210mm,2240,1611mm,1650mm,,,,,,,,8 Speed,RWD,5,Power,Disc,Disc,"Tubeless,Radial",19,4,500-litres,6.25 meters,250 kmph,6.2 Seconds,Delhi
0,Diesel,Hatchback,"74,872",Manual,1,1st Owner,Honda,Honda Jazz,2015,1345,1.5 V i DTEC,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2016,Comprehensive,Diesel,5 Seats,"74,872 Kms",First Owner,1498 cc,Manual,2015,DL8C,1198 CC,108.5bhp,170Nm,,5,17 kmpl,Silver,Revotron 1.2L Turbocharged engine,1198,108.5bhp@5000rpm,170Nm@1750-4000rpm,3.0,4.0,MPFI,Yes,DOHC,,No,77x85.8,3994mm,1811mm,1607mm,2498mm,1252Kg,1540 mm,1530 mm,,209 mm,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless Radial Tyres,,5,350,5.1m,154.19 kmph,11.64 Seconds,Delhi
0,Diesel,MUV,"47,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2019,8193,2.4 GX 7 STR,₹ 17.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Comprehensive,Diesel,7 Seats,"47,000 Kms",First Owner,2393 cc,Manual,2019,HR51,999 CC,75.10bhp,95Nm,R15,5,17.74 kmpl,Red,1.0L MPI Petrol,999,75.10bhp@6200rpm,95Nm@2950-3800rpm,3.0,4.0,MPI,No,DOHC,10.5:1,No,74.5x76.4 mm,3971mm,1682mm,1469mm,2469mm,1030Kg,1460mm,1456mm,1500Kg,,,,,,,5 Speed,FWD,5,Electronic,Disc,Drum,"Tubeless,Radial",R15,5,280,4.9,,,Delhi
0,Petrol,SUV,"9,000",Manual,1,1st Owner,Maruti,Maruti Brezza,2022,9186,Zxi Plus DT BSVI,₹ 12.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2022,Third Party,Petrol,5 Seats,"9,000 Kms",First Owner,1462 cc,Manual,2022,HR26,2993 CC,258bhp,560Nm,18,5,16.55 kmpl,Red,xDrive30d Diesel Engine ,2993,258bhp@4000rpm,560Nm@1500-3000rpm,6.0,4.0,CRDi,Yes,DOHC,,No,,4657mm,2089mm,1678mm,2810mm,1780,1616mm,1632mm,,,,,,,,8 Speed,4WD,5,Power,Disc,Disc,"Tubeless,Radial",18,5,485-liters,5.95 metres,232 Kmph,5.9 Seconds,Delhi
0,Petrol,Hatchback,"31,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2019,7140,1.0 MPI Highline Plus BSIV,₹ 6.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Comprehensive,Petrol,5 Seats,"31,000 Kms",First Owner,999 cc,Manual,2019,DL9C,1956 CC,167.67bhp,350Nm,18,6,14.08 kmpl,Silver,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,Yes,,,,,4661mm,1894mm,1786mm,2741mm,1825kg,,,,,,,,,,6-Speed,,6,Power,Disc,Disc,"Tubeless, Radial",18,5,73,,,,Delhi
