it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Engine,Max Power,Torque,Wheel Size,Seats,Mileage,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Compression Ratio,Super Charger,BoreX Stroke,Length,Width,Height,Wheel Base,Kerb Weight,Front Tread,Rear Tread,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Petrol,SUV,"88,710",Automatic,1,1st Owner,Ford,Ford Ecosport,2015,903,1.5 Ti VCT AT Titanium,₹ 5.47 Lakh,₹ 5.62 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2016,Zero Dep,Petrol,5 Seats,"88,710 Kms",First Owner,1499 cc,Automatic,2015,UP16,998 CC,67.05bhp,90Nm,,5,21.79 kmpl,SILKY SILVER,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,DOHC,,No,73  x 79.5 mm,3655 mm,1620 mm,1675 mm,2435 mm,805-825kg,,,1340kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,4.7 metres,,18.6 Seconds,Delhi
0,Petrol,Hatchback,"47,644",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 6.26 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Comprehensive,Petrol,5 Seats,"47,644 Kms",First Owner,1197 cc,Manual,2019,HR36,1422 CC,70 bhp at 4000 rpm,155 Nm at 1600-2800 rpm,14,5,19.4 kmpl,Red,In-Line Engine,1422,70 bhp at 4000 rpm,155 Nm at 1600-2800 rpm,3.0,2.0,Direct Injection,Yes,SOHC,19.5 : 1,No,79.5 x 95.5 mm,3992mm,1642mm,1513mm,2462mm,1180kg,1380mm,1384mm,1640kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,5,300 litres,,163 kmph,14.8 seconds,Delhi
0,Diesel,SUV,"40,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2017,3806,W10 AWD,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,7 Seats,"40,000 Kms",First Owner,2179 cc,Manual,2017,,1197 CC,88.50bhp,113Nm,,5,22.38 kmpl,Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,875-905,1530,1530,1335,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",,5,268,4.8,,,Delhi
0,Petrol,Hatchback,"1,00,505",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 4.45 Lakh,₹ 4.80 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2016,Comprehensive,Petrol,5 Seats,"1,00,505 Kms",First Owner,1197 cc,Manual,2016,UP16,1396 CC,88.76bhp,224nm,15,5,22.54 kmpl,Others,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,224nm@1500-2750rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1180,1505mm,1503mm,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,15,5,285,5.2 metres,180 Kmph,13.57 Seconds,Delhi
0,Petrol,Hatchback,"1,06,648",Manual,1,1st Owner,Hyundai,Hyundai i20,2015,1482,Asta 1.2,₹ 4.58 Lakh,₹ 5.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2015,Third Party insurance,Petrol,5 Seats,"1,06,648 Kms",First Owner,1197 cc,Manual,2015,DL12,1497 CC,116.4bhp,146Nm,15,5,16.8 kmpl,Black,SOHC i-VTEC,1497,116.4bhp@6600rpm,146Nm@4800rpm,4.0,4.0,EFI (Electronic Fuel Injection),No,SOHC,,No,,4440mm,1695mm,1485mm,2550mm,1100kg,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,506-litres,5.3metres, ,,Delhi
0,Cng,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2014,1730,GLS CNG,₹ 2.05 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,CNG,5 Seats,"60,000 Kms",Second Owner,1086 cc,Manual,2014,DL10,1497 CC,117.6bhp,145Nm,15,5,17.4 kmpl,Others,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,SOHC,10.3:1,No,73.0 X 89.4 mm,4440mm,1695mm,1495mm,2600mm,1061kg,1490mm,1480mm,1436kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",15,4,510,5.3 metres,189 kmph,9.64 Seconds,Delhi
0,Cng,Hatchback,"53,481",Manual,1,1st Owner,Maruti,Maruti Wagon R,2019,6838,CNG LXI BSIV,₹ 5.07 Lakh,₹ 5.17 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,CNG,5 Seats,"53,481 Kms",First Owner,998 cc,Manual,2019,DL1C,814 CC,55.2bhp,74.5Nm,,5,21.1 kmpl,Silver,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,MPFI,No,SOHC,,No,,3495mm,1550mm,1500mm,2380mm,880,1386mm,1368mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,215-litres,4.6 metres,135 Kmph,19 Seconds,Delhi
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2012,4349,LXI BS IV,₹ 2.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"40,000 Kms",Second Owner,998 cc,Manual,2012,,1199 CC,86.83bhp,113Nm,16,5,18.5 kmpl,Red,1.2 L Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,No,,,,,3990mm,1755,1523,2501,1190,,,,,,,,,,6-Speed DCT,,5,Electric,Disc,Drum,"Tubeless,Radial",16,5,345,5.0,123.99,,Delhi
0,Petrol,Hatchback,"25,050",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 7.13 Lakh,₹ 7.34 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Zero Dep,Petrol,5 Seats,"25,050 Kms",First Owner,1197 cc,Manual,2019,DL10,1197 CC,81.80bhp,113Nm,R16,5,19.56 kmpl,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,910-935,1515mm,1525mm,1360kg,,,,,,,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,4.9,,12.36 seconds,Delhi
0,Diesel,SUV,"77,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,3814,W10 1.99 mHawk,₹ 8.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Third Party,Diesel,7 Seats,"77,000 Kms",First Owner,1997 cc,Manual,2016,HR51,799 CC,53.3bhp,72Nm,,5,25.17 kmpl,White,Petrol Engine,799,53.3bhp@5678rpm,72Nm@4386rpm,3.0,4.0,MPFi,No,DOHC,,No,,3679mm,1579mm,1478mm,2422mm,710,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,300-litres,4.9 metres,135 Kmph,16 Seconds,Delhi
0,Petrol,Hatchback,"1,20,000",Manual,4,4th Owner,Maruti,Maruti Swift,2006,4184,VXI BSII W/ ABS,₹ 1.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2006,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Fourth Owner,1298 cc,Manual,2006,MP07,1197 CC,82bhp,114Nm,14,5,18.9 kmpl,Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,935kg,1479mm,1493mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Petrol,Sedan,"58,000",Manual,1,1st Owner,Honda,Honda Amaze,2014,1168,S i-Vtech,₹ 3.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Petrol,5 Seats,"58,000 Kms",First Owner,1198 cc,Manual,2014,DL02,1199 CC,74bhp,110Nm,15,5,16.2 kmpl,Red,MPI Petrol Engine,1199,74bhp@5400rpm,110Nm@3000-4300rpm,3.0,4.0,MPFI,No,DOHC,10.5:1,No,74.5 x 76.4,3971mm,1682mm,1469mm,2469mm,1044Kg,1460mm,1456mm,1500Kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,280-liters,4.97 metres,165 kmph,14.2 Seconds,Delhi
0,Petrol,Sedan,"96,000",Manual,1,1st Owner,Honda,Honda City,2014,1218,i VTEC VX Option,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Petrol,5 Seats,"96,000 Kms",First Owner,1497 cc,Manual,2014,DL9C,998 CC,67.04bhp,90Nm,,5,23.1 kmpl,Blue,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,11.0:1,No,73 X 82 mm,3695mm,1600mm,1560mm,2425mm,845kg,1420mm,1410mm,1250kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,4.7 metres,150 Kmph,15.05 Seconds,Delhi
0,Cng,Hatchback,"51,000",Manual,1,1st Owner,Maruti,Maruti Celerio,2019,6055,VXI CNG BSIV,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Comprehensive,CNG,5 Seats,"51,000 Kms",First Owner,998 cc,Manual,2019,UP16,1197 CC,85.80bhp,114Nm,14,5,21.1 kmpl,White,K Series Petrol Engine ,1197,85.80bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFi,No,DOHC,,No,,3715mm,1680mm,1620mm,2360mm,1100kg,,,1520kg,,,,,,,5-Speed,FWD,5,Power,Ventilated Disk,Drum,"Tubeless,Radial",14,5,232 litres,4.7m,156km/hr,14.2,Delhi
0,Diesel,Hatchback,"70,000",Manual,1,1st Owner,Honda,Honda Jazz,2015,1344,1.5 SV i DTEC,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"70,000 Kms",First Owner,1498 cc,Manual,2015,HR26,799 CC,53.64bhp,72Nm,,5,22.7 kmpl,Silver,0.8L Petrol Engine,799,53.64bhp@5678rpm,72Nm@4386rpm,3.0,4.0,MPFi,No,DOHC,,No,,3429mm,1560mm,1541mm,2348mm,770,,,,185mm,,,,,,5-Speed,2WD,5,Power,Disc,Drum,,,5,222,4.7m,,,Delhi
0,Diesel,SUV,"27,000",Automatic,1,1st Owner,Hyundai,Hyundai Alcazar,2022,9938,1.5 Signature (O) 7-Seater Diesel AT,₹ 20.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2022,Comprehensive,Diesel,7 Seats,"27,000 Kms",First Owner,1498 cc,Automatic,2022,HR26,1248 CC,74bhp,190Nm,14,5,22.9 kmpl,Silver,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,DOHC,17.6:1,No,69.6 X 82 mm,3850mm,1695mm,1530mm,2430mm,1060kg,1485mm,1495mm,1505kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232-litres,4.8 metres,158km/hr,13.75 Seconds,Delhi
0,Petrol,SUV,"32,456",Manual,1,1st Owner,Tata,Tata Nexon,2020,9207,XM Plus S BSVI,₹ 8.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2022,Comprehensive,Petrol,5 Seats,"32,456 Kms",First Owner,1199 cc,Manual,2020,UK08,1396 CC,88.73bhp,219.7Nm,,5,22.54 kmpl,Grey,U2 CRDI Diesel Engine,1396,88.73bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1515kg,1505mm,1503mm,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,295-litres,5.2 metres,180 Kmph,11.9 Seconds,Delhi
0,Diesel,SUV,"15,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2021,8076,LX 4-Str Hard Top Diesel AT BSVI,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Diesel,4 Seats,"15,000 Kms",First Owner,2184 cc,Automatic,2021,DL9C,1462 CC,103.26bhp,138Nm,,7,19.01 kmpl,White,K15 Smart Hybrid,1462,103.26bhp@6000rpm,138Nm@4400rpm,4.0,4.0,MPFI,No,DOHC,10.5:1,No,74 X 85 mm,4395 mm,1735 mm,1690 mm,2740 mm,1135-1170,1510 mm,1520 mm,1730 Kg,,,,,,,5 Speed,FWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,209 litres,5.2 metres,,,Delhi
0,Petrol,Sedan,"34,940",Manual,1,1st Owner,Hyundai,Hyundai Verna,2021,8397,S Plus,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2021,Comprehensive,Petrol,5 Seats,"34,940 Kms",First Owner,1497 cc,Manual,2021,UP16,796 CC,46.3bhp,62Nm,12,5,19.7 kmpl,Maroon,In-Line Engine,796,46.3bhp@6200rpm,62Nm@3000rpm,3.0,4.0,MPFI,No,SOHC,,No,68.5 x 72.0 mm,3495mm,1475mm,1460mm,2360mm,705kg,1295mm,1290mm,1140kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",12,5,,4.6m,137km/hr,17.7 seconds,Delhi
0,Diesel,Sedan,"70,000",Manual,3,3rd Owner,Hyundai,Hyundai Verna,2016,1846,1.6 CRDi SX,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Diesel,5 Seats,"70,000 Kms",Third Owner,1582 cc,Manual,2016,DL12,1197 CC,108.6bhp,200Nm,,5,17 kmpl,Grey,1.2L Turbo Petrol,1197,108.6bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,MPFI,Yes,DOHC,,,,3995 mm,1821 mm,1627 mm,2600 mm,1345,,,,,,,,,,6-speed AutoSHIFT,FWD,5,Power,Disc,Disc,"Tubeless,Radial",,5,259 Litres,5.3 m,,,Delhi
0,Petrol,Hatchback,"73,679",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 6.08 Lakh,₹ 6.34 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Comprehensive,Petrol,5 Seats,"73,679 Kms",First Owner,1197 cc,Manual,2019,HR10,998 CC,118.36bhp,172Nm,16,5,18.3 kmpl,Maroon,Smartstream G1.0 T - GDi,998,118.36bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,GDi,Yes,,,,,3995,1790,1642,2500,1230,,,,,,,,,,7-Speed DCT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",16,5,392,,,,Delhi
0,Petrol,Hatchback,"32,722",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,₹ 4.23 Lakh,₹ 4.63 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2017,Comprehensive,Petrol,5 Seats,"32,722 Kms",Second Owner,1197 cc,Manual,2017,DL8C,1197 CC,81.80bhp,113Nm,,5,21.21 kmpl,Blue,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,DOHC,,No,73 x 72 mm,3840mm,1735mm,1530mm,2450mm,855-885,1530mm,1530mm,1315kg,,,,,,,5,FWD,5,Electric,Disc,Drum,Tubeless,,5,268,4.8 Meters,,12.71s,Delhi
0,Petrol,Hatchback,"70,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Polo,2018,1941,GT TSI,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 cc,Automatic,2018,DL16,998 CC,67.1bhp,90Nm,13,5,18.9 kmpl,Golden Brown,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,,,No,,3595mm,1475mm,1700mm,2400mm,870kg,1295mm,1290mm,1350kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,4.6metres,,,Delhi
0,Petrol,Sedan,"59,059",Manual,1,1st Owner,Hyundai,Hyundai Verna,2019,5968,VTVT 1.6 SX Option,₹ 9.22 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Zero Dep,Petrol,5 Seats,"59,059 Kms",First Owner,1591 cc,Manual,2019,DL7C,1197 CC,83.1bhp,115Nm,16,5,21.4 kmpl,Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,880kg,1505mm,1515mm,1340kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Petrol,Hatchback,"34,332",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,₹ 4.33 Lakh,₹ 4.81 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2017,Third Party insurance,Petrol,5 Seats,"34,332 Kms",Second Owner,1197 cc,Manual,2017,HR29,1248 CC,73.9bhp,190Nm,14,5,19.3 kmpl,Blue,In-Line Engine,1248,73.9bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,DOHC,17.6:1,No,69.6 x 82 mm,4160mm,1690mm,1530mm,2390mm,1105kg,1470mm,1480mm,,,,,,,,5 Speed,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,4.7m,,,Delhi
0,Diesel,SUV,"72,194",Manual,1,1st Owner,Ford,Ford Ecosport,2018,7355,1.5 Diesel Ambiente,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2018,Third Party insurance,Diesel,5 Seats,"72,194 Kms",First Owner,1498 cc,Manual,2018,DL8C,999 CC,113.98bhp,178Nm,17,5,20.08 kmpl,Red,1.0L TSI,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,TSI,Yes,,,,,4221mm,1760mm,1612mm,2651mm,1255,1531,1516,1650,,,,,,,6-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",17,5,385,5.05,,,Delhi
0,Petrol,Hatchback,"56,740",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 5.26 Lakh,₹ 5.47 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Zero Dep,Petrol,5 Seats,"56,740 Kms",First Owner,1197 cc,Manual,2017,HR26,1197 CC,82bhp,114Nm,,5,19.1 kmpl,Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,Direct Injection,No,DOHC,,No,,3995mm,1660mm,1520mm,2425mm,1100,1479mm,1493mm,,,,,,,,4 Speed ,FWD ,5,Power,Disc ,Drum,Tubeless,,4,407-litres,4.7 metres,172 Kmph,14.2 Seconds,Delhi
0,Diesel,SUV,"72,490",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2019,3753,T6 Plus,₹ 6.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Third Party insurance,Diesel,7 Seats,"72,490 Kms",First Owner,1493 cc,Manual,2019,HR26,1197 CC,88.50bhp,113Nm,,5,22.38 kmpl,Black,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,875-905,1530,1530,1335,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",,5,268,4.8,,,Delhi
0,Petrol,Hatchback,"35,828",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5602,1.2 Kappa Magna BSIV,₹ 4.59 Lakh,₹ 5.04 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Third Party,Petrol,5 Seats,"35,828 Kms",First Owner,1197 cc,Manual,2018,UP32,1199 CC,88.50bhp,110Nm,15,5,17.1 kmpl,Grey,1.2 i-VTEC,1199,88.50bhp@6000rpm,110Nm@4800rpm,4.0,4.0,,,SOHC,,,,3989mm,1694,1544,2530,1063,,,,,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,354,5.1,,,Delhi
0,Diesel,SUV,"57,088",Automatic,1,1st Owner,Audi,Audi Q3,2015,99,35 TDI Quattro Premium,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2015,Third Party insurance,Diesel,5 Seats,"57,088 Kms",First Owner,1968 cc,Automatic,2015,DL9C,1197 CC,81.86bhp,113.75nm,,5,18.9 kmpl,Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,1120,1479mm,1493mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Petrol,Sedan,"70,382",Automatic,1,1st Owner,Toyota,Toyota Yaris,2020,7132,J Optional CVT BSIV,₹ 8.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2020,Third Party insurance,Petrol,5 Seats,"70,382 Kms",First Owner,1496 cc,Automatic,2020,HR26,1199 CC,84bhp,114Nm,15,5,20.3 kmpl,Red,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,10.8:1,No,77 X 85.8 mm,3992mm,1677mm,1537mm,2450mm,1052kg,1400mm,1420mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,419 litres,,,,Delhi
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2022,7584,Sigma BSVI,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,1197 cc,Manual,2022,,1197 CC,81.80bhp,113Nm,R16,5,19.56 kmpl,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,910-935,1515mm,1525mm,1360kg,,,,,,,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,4.9,,12.36 seconds,Delhi
0,Diesel,Sedan,"17,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2018,5962,CRDi 1.6 AT SX Plus,₹ 11.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Third Party insurance,Diesel,5 Seats,"17,000 Kms",First Owner,1582 cc,Automatic,2018,DL7C,1197 CC,83.1bhp,115Nm,,5,21.4 kmpl,Red,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1745mm,1510mm,2520mm,870kg,1515mm,1525mm,1340kg,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Petrol,SUV,"30,000",Automatic,1,1st Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",First Owner,1451 cc,Automatic,2020,DL12,1399 CC,68.05bhp,160Nm,14,5,20 kmpl,Others,Duratorq Diesel Engine,1399,68.05bhp@4000rpm,160Nm@2000rpm,4.0,2.0,Common Rail,Yes,SOHC,,No,,3795mm,1680mm,1427mm,2489mm,1130kg,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Discs,Drum,"Tubeless,Radial",14,5,284-litres,4.9 metres,,,Delhi
