it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Compression Ratio,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Acceleration,Top Speed,City
0,Diesel,Sedan,"37,243",Automatic,1,1st Owner,Skoda,Skoda Rapid,2019,3129,1.5 TDI AT Ambition BSIV,₹ 7.94 Lakh,₹ 8.91 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Zero Dep,Diesel,5 Seats,"37,243 Kms",WB02,First Owner,1498 cc,Automatic,2019.0,21.72 kmpl,1498 CC,108.6bhp,250Nm,15,5,White,Diesel Engine,1498,108.6bhp@4000rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,,4413mm,1699mm,1466mm,2552mm,,,1220kg,1770kg,120mm,,,,,,7 Speed,FWD,5,Power,5.3 meters,Disc,Drum,"Tubeless,Radial",15,4,460,11.41 Seconds,171.92 Kmph,Kolkata
0,Petrol,SUV,"25,796",Manual,1,1st Owner,Toyota,Toyota Urban cruiser,2022,7971,Premium,₹ 8.81 Lakh,₹ 9.66 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2022,Comprehensive,Petrol,5 Seats,"25,796 Kms",WB08,First Owner,1462 cc,Manual,2022.0,17.03 kmpl,1462 CC,103.26bhp,138nm,16,5,Silver,k-series1.5l,1462,103.26bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,,,,,3995,1790,1640,2500,,,1115-1130,1600,,,,,,,5 Speed,,5,Electronic,5.2,Ventilated Disc,Drum,"Tubeless, Radial",16,5,328,,,Kolkata
0,Diesel,MUV,"34,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2018,7314,2.4 VX MT 8 STR,₹ 17.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2018,Comprehensive,Diesel,8 Seats,"34,000 Kms",WB26,First Owner,2393 cc,Manual,2018.0,13.68 kmpl,2393 CC,147.51bhp,343Nm,16,8,Purple,2-GD FTV Engine,2393,147.51bhp@3400rpm,343Nm@1400-2800rpm,7.0,4.0,DOHC,CRDi,3.62 X 4.08 mm,Yes,No,,4735mm,1830mm,1795mm,2750mm,1540mm,1540mm,1865kg,2500kg,178mm,,,,,,5 Speed,RWD,8,Power,5.4,Disc,Drum,"Tubeless,Radial",16,5,,,,Kolkata
0,Petrol,SUV,"29,717",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2019,6946,SX Plus Turbo DCT BSIV,₹ 8.53 Lakh,₹ 8.99 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Comprehensive,Petrol,5 Seats,"29,717 Kms",WB06,First Owner,998 cc,Automatic,2019.0,18.15 kmpl,998 CC,118.35bhp,171.6Nm,16,5,Others,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,,3995 mm,1770 mm,1605 mm,2500 mm,,,1440,,190mm,,,,,,7-Speed,FWD,5,Power,,Disc,Drum,Radial,16,5,350,,,Kolkata
0,Petrol,Hatchback,"42,000",Manual,1,1st Owner,Nissan,Nissan Micra Active,2018,6540,XV Petrol,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2018,Comprehensive,Petrol,5 Seats,"42,000 Kms",WB26,First Owner,1198 cc,Manual,2018.0,19.49 kmpl,1198 CC,67.04bhp,104Nm,,5,Silver,In Line Petrol Engine,1198,67.04bhp@5000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Fuel Injection,78 x 83.6,No,No,9.8:1,3801mm,1665mm,1530mm,2450mm,,,970,,,,,,,,5 Speed,FWD,5,Power,4.65 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,251-litres,15 Seconds,160 Kmph,Kolkata
0,Petrol,Hatchback,"24,425",Manual,1,1st Owner,Maruti,Maruti Wagon R Stingray,2014,4369,VXI,₹ 2.84 Lakh,₹ 2.98 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Petrol,5 Seats,"24,425 Kms",WB24,First Owner,998 cc,Manual,2014.0,20.51 kmpl,998 CC,67.04bhp,90Nm,14,5,Red,K 10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,,No,No,,3636mm,1475mm,1670mm,2400mm,1295mm,1290mm,885kg,1350kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,14,5,180-liters,15 Seconds,150 Kmph,Kolkata
0,Petrol,Sedan,"14,323",Automatic,1,1st Owner,Skoda,Skoda Rapid,2020,7981,1.0 TSI Ambition AT,₹ 9.36 Lakh,₹ 9.74 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Comprehensive,Petrol,5 Seats,"14,323 Kms",WB02,First Owner,999 cc,Automatic,2020.0,16.24 kmpl,999 CC,108.62bhp,175nm,R15,5,Blue,1.0L TSI Petrol,999,108.62bhp@5000-5500rpm,175nm@1750-4000rpm,3.0,4.0,DOHC,Direct Injection,,Yes,No,,4413mm,1699mm,1466mm,2552mm,,,1139-1169,1700,116mm,,,,,,6 Speed,FWD,5,Power,5.3,Disc,Drum,"Tubeless,Radial",R15,4,460,,,Kolkata
0,Diesel,SUV,"9,700",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2019,6917,T10 Dual Tone BSIV,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Comprehensive,Diesel,7 Seats,"9,700 Kms",WB10,First Owner,1493 cc,Manual,2019.0,18.49 kmpl,1493 CC,100bhp,240Nm,R15,7,Silver,mHawk 100 Diesel Engine,1493,100bhp@3750rpm,240Nm@1600-2800rpm,3.0,2.0,,CRDi,,Yes,No,,3995mm,1795mm,1817mm,2680mm,,,1650kg,2225kg,,,,,,,5 Speed,RWD,7,Power,5.35 metres,Disc,Drum,"Tubeless,Radials",R15,5,384-litres,13.9 Seconds,156 Kmph,Kolkata
0,Petrol,Sedan,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2011,1815,1.6 VTVT,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"50,000 Kms",,Second Owner,1591 cc,Manual,2011.0,17.01 kmpl,1591 CC,121.3bhp,154.9Nm,15,5,Red,VTVT Petrol Engine ,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,10.5:1,4370mm,1700mm,1475mm,2570mm,,,1198,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",15,4,465-litre,, ,Kolkata
0,Petrol,Sedan,"51,097",Automatic,1,1st Owner,Honda,Honda City,2017,5629,i-VTEC CVT VX,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2017,Third Party insurance,Petrol,5 Seats,"51,097 Kms",WB02,First Owner,1497 cc,Automatic,2017.0,18 kmpl,1497 CC,117.6bhp,145Nm,16,5,Brown,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,10.3:1,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1100kg,1475kg,,,,,,,CVT,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,10 Seconds,195 Kmph,Kolkata
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2010,1567,Era,₹ 1.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB06,Second Owner,1086 cc,Manual,2010.0,19.81 kmpl,1086 CC,68.05bhp,99.04Nm,,5,Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,No,No,,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,Tubeless,,5,225-litres,14.3 Seconds,165 Kmph,Kolkata
0,Petrol,Sedan,"23,684",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2022,7711,ZXI Plus BSVI,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2022,Comprehensive,Petrol,5 Seats,"23,684 Kms",WB02,First Owner,1197 cc,Manual,2022.0,22.41 kmpl,1197 CC,88.50bhp,113Nm,15,5,Brown,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,160,,,,,,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",15,4,378,,,Kolkata
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2009,1567,Era,₹ 1.61 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"40,000 Kms",WB06,First Owner,1086 cc,Manual,2009.0,19.81 kmpl,1086 CC,68.05bhp,99.04Nm,,5,Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,No,No,,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,Tubeless,,5,225-litres,14.3 Seconds,165 Kmph,Kolkata
0,Diesel,SUV,"60,002",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLC,2017,5449,220d 4MATIC Sport,₹ 27.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2017,Comprehensive,Diesel,5 Seats,"60,002 Kms",OD33,First Owner,2143 cc,Automatic,2017.0,17.9 kmpl,2143 CC,170bhp,400Nm,18,5,Brown,Diesel Engine,2143,170bhp@3000-4200rpm,400Nm@1400-2800rpm,4.0,4.0,DOHC,CRDI,,Yes,No,,4656 mm,1890 mm,1639 mm,2873 mm,1621 mm,1617 mm,1954 kg,2505 kg,,,,,,,9 Speed,AWD,5,Power,,Disc,Drum,"Tubeless,Radial",18,5,550 Litre,8.3 Sec,210 Kmph,Kolkata
0,Petrol,SUV,"39,000",Manual,1,1st Owner,Honda,Honda BR-V,2018,1185,i-VTEC VX MT,₹ 7.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2018,Third Party,Petrol,7 Seats,"39,000 Kms",WB10,First Owner,1497 cc,Manual,2018.0,15.4 kmpl,1497 CC,117.3bhp,145Nm,16,7,Green,i-VTEC Petrol Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,,2.99 X 3.46 mm,No,No,,4456mm,1735mm,1666mm,2662mm,,,1235kg,,,,,,,,6 Speed,FWD,7,Power,5.3 metres,Disc,Drum,"Tubless, Radial",16,5,223-litres,,,Kolkata
0,Petrol,MUV,"40,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2020,7045,VXI,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,7 Seats,"40,000 Kms",WB26,First Owner,1462 cc,Manual,2020.0,19.01 kmpl,1462 CC,103.26bhp,138Nm,,7,Others,K15 Smart Hybrid,1462,103.26bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 X 85 mm,No,No,10.5:1,4395 mm,1735 mm,1690 mm,2740 mm,1510 mm,1520 mm,1135-1170,1730 Kg,,,,,,,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,209 litres,,,Kolkata
0,Diesel,Hatchback,"16,001",Automatic,1,1st Owner,Volvo,Volvo V40,2017,2078,D3 R Design,₹ 18 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2017,Comprehensive,Diesel,5 Seats,"16,001 Kms",WB06,First Owner,1969 cc,Automatic,2017.0,16.8 kmpl,1969 CC,150bhp,320Nm,16,5,Blue,Turbo Diesel Engine,1969,150bhp,320Nm,5.0,4.0,DOHC,Direct Injection,81 x 77 mm,Yes,No,,4369mm,2041mm,1420mm,2647mm,1559mm,1546mm,1561kg,1980kg,,,,,,,6 Speed,FWD,5,Power,5.45 metres,Disc,Disc,"Tubeless,Radial",16,5,324-litres,9.3 Seconds,210 Kmph,Kolkata
0,Petrol,Sedan,"51,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2014,1834,1.6 EX VTVT,₹ 3.61 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2014,Comprehensive,Petrol,5 Seats,"51,000 Kms",WB08,Second Owner,1591 cc,Manual,2014.0,17.01 kmpl,1591 CC,121.3bhp,154.9Nm,16,5,White,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,10.5;1,4375mm,1700mm,1475mm,2570mm,,,1240,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,"Tubeless,Radial",16,4,465-litre,10.5 Seconds,196km/hr,Kolkata
0,Petrol,Hatchback,"10,143",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,6740,VXI,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Comprehensive,Petrol,5 Seats,"10,143 Kms",WB20,First Owner,998 cc,Manual,2021.0,21.79 kmpl,998 CC,67.05bhp,90Nm,,5,Orange,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,73  x 79.5 mm,No,No,,3655 mm,1620 mm,1675 mm,2435 mm,,,805-825kg,1340kg,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,18.6 Seconds,,Kolkata
0,Petrol,Hatchback,"53,657",Manual,2,2nd Owner,Maruti,Maruti S-Presso,2019,7173,VXI Plus 2019-2022,₹ 4.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Third Party insurance,Petrol,5 Seats,"53,657 Kms",WB44,Second Owner,998 cc,Manual,2019.0,21.7 kmpl,998 CC,65.71bhp,89Nm,,5,Orange,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,,,,,,,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,Kolkata
0,Petrol,Hatchback,"88,532",Manual,1,1st Owner,Maruti,Maruti Celerio,2014,10356,VXI,₹ 2.66 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Petrol,5 Seats,"88,532 Kms",WB02,First Owner,998 cc,Manual,2014.0,25.24 kmpl,998 CC,65.71bhp,89Nm,,5,Blue,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,810,1260,,,,,,,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",,5,313,,,Kolkata
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4309,LXI BS IV,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB02,First Owner,998 cc,Manual,2013.0,20.51 kmpl,998 CC,67.04bhp,90Nm,,5,Gray,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,No,No,,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,18.6 Seconds,152 kmph,Kolkata
0,Petrol,SUV,"12,059",Manual,1,1st Owner,Skoda,Skoda Kushaq,2021,8479,1.0 TSI Style BSVI,₹ 13.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Petrol,5 Seats,"12,059 Kms",WB02,First Owner,999 cc,Manual,2021.0,19.2 kmpl,999 CC,113.98bhp,178Nm,17,5,White,1.0 TSI Petrol Engine,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,,TSI,,Yes,,,4225mm,1760mm,1612mm,2651mm,,,1195-1255 kg,1640 kg,155mm,,,,,,6-speed,FWD,5,Electric,,Disc,Drum,"Tubeless, Radial",17,5,385/1405,,,Kolkata
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Tata,Tata Tiago,2021,7377,XZ Plus BSVI,₹ 5.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2021,Third Party insurance,Petrol,5 Seats,"10,000 Kms",WB24,First Owner,1199 cc,Manual,2021.0,19.01 kmpl,1199 CC,84.82bhp,113Nm,15,5,Others,1.2 L Revotron,1199,84.82bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,,,3765mm,1677,1535,2400,,,982,,,,,,,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,Kolkata
0,Diesel,SUV,"47,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2018,7940,S3 9 Seater BSIV,₹ 9.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2018,Third Party insurance,Diesel,9 Seats,"47,000 Kms",WB52,First Owner,2523 cc,Manual,2018.0,15.4 kmpl,2523 CC,75bhp,200Nm,,9,White,m2DiCR Diesel Engine,2523,75bhp@3200rpm,200Nm@1400-2200rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,,4456mm,1820mm,1930mm,2680mm,1450mm,1450mm,1725,2510kg,,,,,,,5 Speed,RWD,9,Power,5.4 metres,Disc,Drum,"Tubeless,Radial",,5,460-litres,19 Seconds,150 Kmph,Kolkata
0,Diesel,SUV,"20,000",Manual,1,1st Owner,Renault,Renault Duster,2018,5051,110PS Diesel RxZ,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2018,Comprehensive,Diesel,5 Seats,"20,000 Kms",WB02,First Owner,1461 cc,Manual,2018.0,19.6 kmpl,1461 CC,108.45bhp,245Nm,16,5,Red,dCi THP Diesel Engine,1461,108.45bhp@4000rpm,245Nm@1750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1280,1806kg,,,,,,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",16,5,475-litres,12.5 Seconds,168 Kmph,Kolkata
0,Petrol,Sedan,"37,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2013,4238,VXI,₹ 2.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2013,Comprehensive,Petrol,5 Seats,"37,000 Kms",WB02,First Owner,1197 cc,Manual,2013.0,19.1 kmpl,1197 CC,85.8bhp,114Nm,14,5,Golden,K Series VVT Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,,MPFI,73 X 71.5 mm,No,No,10.0:1,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,970kg,1415kg,,,,,,,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,12.6 Seconds,169 kmph,Kolkata
0,Petrol,Hatchback,"9,520",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2022,7094,Asta,₹ 7.28 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2022,Comprehensive,Petrol,5 Seats,"9,520 Kms",WB52,First Owner,1197 cc,Manual,2022.0,20.7 kmpl,1197 CC,81.86bhp,113.8nm,15,5,Red,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,No,,,3805mm,1680,1520,2450,,,1060,,,,,,,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,Kolkata
0,Petrol,Sedan,"1,00,000",Manual,1,1st Owner,Chevrolet,Chevrolet Sail,2016,549,1.2 LS ABS,₹ 2.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",AS05,First Owner,1199 cc,Manual,2016.0,18.2 kmpl,1199 CC,82.4bhp,108.5Nm,,5,Silver,SMARTECH Petrol Engine,1199,82.4bhp@6000rpm,108.5Nm@5000rpm,4.0,4.0,DOHC,MPFi,,No,No,,4249mm,1690mm,1503mm,2465mm,,,1065kg,,,,,,,,5 Speed,FWD,5,Power,5.15 metres,Disc,Drum,"Tubeless,Radial",,4,370-litres,14 Seconds,155 Kmph,Kolkata
0,Cng,Hatchback,"22,577",Manual,1,1st Owner,Hyundai,Hyundai Santro,2022,8088,Sportz Executive CNG,₹ 5.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2022,Comprehensive,CNG,5 Seats,"22,577 Kms",Wb24,First Owner,1086 cc,Manual,2022.0,30.48 km/kg,1086 CC,59.18bhp,85.32Nm,,5,Grey,1.1 L Bi-Fuel,1086,59.18bhp@5500rpm,85.32Nm@4500 rpm,4.0,3.0,SOHC,MPFI,,No,No,,3610 mm,1645 mm,1560 mm,2400 mm,1463 mm,1481 mm,1070,,,,,,,,5 Speed,FWD,5,Electric,4.4 meters,Disc,Drum,"Tubeless,Radial",,5,235,,,Kolkata
0,Petrol,Hatchback,"9,902",Manual,1,1st Owner,Hyundai,Hyundai i20,2021,8159,Asta Turbo iMT,₹ 8.24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Comprehensive,Petrol,5 Seats,"9,902 Kms",WB20,First Owner,998 cc,Manual,2021.0,20 kmpl,998 CC,118.36bhp,171.62nm,16,5,Blue,1.0 l Turbo GDi petrol,998,118.36bhp@6000rpm,171.62nm@1500-4000rpm,3.0,4.0,,,,Yes,,,3995mm,1775mm,1505mm,2580mm,,,1240,,,,,,,,6 Speed IMT,,5,Electric,,Disc,Drum,"Tubeless, Radial",16,5,311,,,Kolkata
0,Petrol,SUV,"70,000",Manual,1,1st Owner,Ford,Ford Ecosport,2016,6312,1.5 Petrol Titanium Plus BSIV,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"70,000 Kms",MP09,First Owner,1497 cc,Manual,2016.0,17 kmpl,1497 CC,121.36bhp,150Nm,16,5,Others,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,No,No,11.0:1,3998mm,1765mm,1647mm,2519mm,,,1274kg,1660Kg,,,,,,,5 Speed,FWD,5,Power,5.3 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,12.51 Seconds,,Kolkata
0,Petrol,Hatchback,"20,101",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2020,5602,1.2 Kappa Magna BSIV,₹ 5.26 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Comprehensive,Petrol,5 Seats,"20,101 Kms",WB20,First Owner,1197 cc,Manual,2020.0,18.9 kmpl,1197 CC,81.86bhp,113.75nm,,5,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256,12.9 Seconds,165 Kmph,Kolkata
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Skoda,Skoda Fabia,2011,3027,1.2 MPI Elegance,₹ 1.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",WB06,First Owner,1198 cc,Manual,2011.0,16.25 kmpl,1198 CC,75bhp,110Nm,15,5,Others,In-Line Petrol Engine,1198,75bhp@5400rpm,110Nm@3750rpm,3.0,4.0,DOHC,MPFI,,No,No,,4000mm,1642mm,1522mm,2465mm,1380mm,1384mm,1070kg,1550kg,,,,,,,5 Speed ,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",15,5,315-litre,14.8 Seconds,163km/hr,Kolkata
0,Petrol,SUV,"15,258",Manual,1,1st Owner,Tata,Tata Nexon,2021,9667,XZ Plus S BSVI,₹ 9.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2021,Comprehensive,Petrol,5 Seats,"15,258 Kms",Wb10,First Owner,1199 cc,Manual,2021.0,17.33 kmpl,1199 CC,118.35bhp,170Nm,16,5,Orange,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,,NO,,,3993,1811,1606,2498,,,1195,,,,,,,,6 Speed,,5,Electric,5.1,Disc,Drum,"Tubeless,Radial",16,5,350,,,Kolkata
