it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Compression Ratio,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Acceleration,Top Speed,City
0,Petrol,SUV,"36,397",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2020,6946,SX Plus Turbo DCT BSIV,₹ 9.51 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Third Party,Petrol,5 Seats,"36,397 Kms",WB02,First Owner,998 cc,Automatic,2020.0,18.15 kmpl,998 CC,118.35bhp,171.6Nm,16,5,White,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,,3995 mm,1770 mm,1605 mm,2500 mm,,,1440,,190mm,,,,,,7-Speed,FWD,5,Power,,Disc,Drum,Radial,16,5,350,,,Kolkata
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Skoda,Skoda Fabia,2011,3027,1.2 MPI Elegance,₹ 1.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",WB06,First Owner,1198 cc,Manual,2011.0,16.25 kmpl,1198 CC,75bhp,110Nm,15,5,Others,In-Line Petrol Engine,1198,75bhp@5400rpm,110Nm@3750rpm,3.0,4.0,DOHC,MPFI,,No,No,,4000mm,1642mm,1522mm,2465mm,1380mm,1384mm,1070kg,1550kg,,,,,,,5 Speed ,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",15,5,315-litre,14.8 Seconds,163km/hr,Kolkata
0,Diesel,Sedan,"52,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2012,5291,320d Sedan,₹ 9.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2012,Comprehensive,Diesel,5 Seats,"52,000 Kms",WB02,First Owner,1995 cc,Automatic,2012.0,16.07 kmpl,1995 CC,181bhp,380Nm,16,5,Blue,In-Line Engine,1995,181bhp@4000rpm,380Nm@1750-3000rpm,4.0,4.0,,CRDI,84 x 90 mm,Yes,No,16.0:1,4520mm,1817mm,1421mm,2760mm,1460mm,1454mm,1455kg,1985kg,,,,,,,6 Speed,,5,Power,,Disc,Disc,"Tubeless,Radial",16,4,460 liters,8.3 seconds,216km/hr,Kolkata
0,Diesel,SUV,"51,900",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLA Class,2019,5889,200 d Sport,₹ 22.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Third Party insurance,Diesel,5 Seats,"51,900 Kms",WB26,First Owner,2143 cc,Automatic,2019.0,17.9 kmpl,2143 CC,136bhp,300Nm,18,5,White,2.2-litre Diesel Engine,2143,136bhp@3600-4400rpm,300Nm@1600-3000rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4424 mm,1804 mm,1494mm,2699 mm,1569 mm,1560 mm,1585 kg,2020 kg,,,,,,,7 Speed,2WD,5,Power,5.92 metres,Disc,Disc,"Tubeless,Radial",18,5,421-litres,9.9 Seconds,205 Kmph,Kolkata
0,Petrol,Sedan,"70,000",Automatic,1,1st Owner,Honda,Honda City,2017,5630,i-VTEC CVT ZX,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"70,000 Kms",WB02,First Owner,1497 cc,Automatic,2017.0,18 kmpl,1497 CC,117.6bhp,145Nm,16,5,Black,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,10.3:1,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1107kg,1482kg,,,,,,,CVT,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,11.90 Seconds,178.55 kmph,Kolkata
0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2022,8321,Model S DCT BSVI,₹ 26.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",WB02,First Owner,1368 cc,Automatic,2022.0,14.1 kmpl,1368 CC,160.77bhp,250Nm,18,5,Gray,1.4L MultiAir Petrol,1368,160.77bhp@5500rpm,250Nm@2500-4000rpm,4.0,4.0,,,,,,,4405mm,1818mm,1640mm,2636mm,,,1580,,,,,,,,7 Speed DCT,4x2,5,Power,,Disc,Disc,"Tubeless, Radial",18,5,,,,Kolkata
0,Diesel,SUV,"30,000",Automatic,1,1st Owner,BMW,BMW X1,2016,341,sDrive 20d M Sport,₹ 19.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Diesel,5 Seats,"30,000 Kms",,First Owner,1995 cc,Automatic,2016.0,17.05 kmpl,1995 CC,184bhp,380Nm,18,5,Others,sDrive20d Diesel Engine,1995,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4477mm,2058mm,1545mm,2760mm,1501mm,1529mm,1570,,,,,,,,8-Speed ,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",18,5,420-litres,7.7 Seconds,205 Kmph,Kolkata
0,Petrol,SUV,"23,303",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2019,8179,1.6 VTVT SX Plus,₹ 9.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Comprehensive,Petrol,5 Seats,"23,303 Kms",WB06,Second Owner,1591 cc,Manual,2019.0,13 kmpl,1591 CC,121.3bhp,151Nm,17,5,Red,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFi,,No,No,,4270mm,1780mm,1630mm,2590mm,,,1280,,,,,,,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,,,Kolkata
0,Petrol,SUV,"30,000",Automatic,2,2nd Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 14.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",WB40,Second Owner,1451 cc,Automatic,2020.0,13.96 kmpl,1451 CC,141bhp,250Nm,R17,5,Others,,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,,,Yes,,,4655mm,1835mm,1760mm,2750mm,,,1800,,,,,,,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,Kolkata
0,Diesel,SUV,"70,000",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2017,3804,W4,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,7 Seats,"70,000 Kms",WB20,Second Owner,2179 cc,Manual,2017.0,16 kmpl,2179 CC,140bhp,330Nm,,7,White,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,,4585mm,1890mm,1785mm,2700mm,,,1785,2510kg,,,,,,,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,,5,720-litres,10 Seconds,185 Kmph,Kolkata
0,Petrol,SUV,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2019,8179,1.6 VTVT SX Plus,₹ 10.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB08,Second Owner,1591 cc,Manual,2019.0,13 kmpl,1591 CC,121.3bhp,151Nm,17,5,Others,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFi,,No,No,,4270mm,1780mm,1630mm,2590mm,,,1280,,,,,,,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,,,Kolkata
0,Petrol,Hatchback,"11,326",Manual,1,1st Owner,Maruti,Maruti Swift,2019,7059,ZXI Plus,₹ 6.14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2019,Comprehensive,Petrol,5 Seats,"11,326 Kms",WB12,First Owner,1197 cc,Manual,2019.0,21.21 kmpl,1197 CC,81.80bhp,113Nm,R15,5,Grey,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFi,73 x 72 mm,No,No,,3840mm,1735mm,1530mm,2450mm,1520mm,1520mm,855-885,1315kg,,,,,,,5,FWD,5,Electric,4.8 Meters,Disc,Drum,Tubeless,R15,5,268,12.71s,,Kolkata
0,Petrol,Hatchback,"23,609",Manual,1,1st Owner,Maruti,Maruti Swift,2020,7059,ZXI Plus,₹ 6.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2020,Comprehensive,Petrol,5 Seats,"23,609 Kms",WB02,First Owner,1197 cc,Manual,2020.0,21.21 kmpl,1197 CC,81.80bhp,113Nm,R15,5,Silver,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFi,73 x 72 mm,No,No,,3840mm,1735mm,1530mm,2450mm,1520mm,1520mm,855-885,1315kg,,,,,,,5,FWD,5,Electric,4.8 Meters,Disc,Drum,Tubeless,R15,5,268,12.71s,,Kolkata
0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Maruti,Maruti Celerio,2016,3979,VXI,₹ 3.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,Second Owner,998 cc,Manual,2016.0,23.1 kmpl,998 CC,67.04bhp,90Nm,,5,Others,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,No,No,11.0:1,3715mm,1635mm,1565mm,2425mm,1420mm,1410mm,835kg,1250kg,,,,,,,5 Speed ,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,15.05 Seconds,150 Kmph,Kolkata
0,Petrol,Hatchback,"60,533",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2014,1711,GLS,₹ 2.41 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2014,Third Party insurance,Petrol,5 Seats,"60,533 Kms",WB16,First Owner,1086 cc,Manual,2014.0,17.92 kmpl,1086 CC,62.1bhp,96.1Nm,13,5,Red,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,No,No,,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,,,,,,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,Kolkata
0,Petrol,Sedan,"46,328",Manual,1,1st Owner,Maruti,Maruti Ciaz,2016,4004,VXi,₹ 5.13 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2016,Third Party,Petrol,5 Seats,"46,328 Kms",WB06,First Owner,1373 cc,Manual,2016.0,20.73 kmpl,1373 CC,91.1bhp,130Nm,,5,Silver,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82mm,No,No,10.1:1,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1010kg,1490kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",,4,510-litres,14 Seconds,190 kmph,Kolkata
0,Petrol,SUV,"60,000",Automatic,1,1st Owner,MG,MG Hector Plus,2020,7909,Smart DCT,₹ 15.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,6 Seats,"60,000 Kms",WB12,First Owner,1451 cc,Automatic,2020.0,11.67 kmpl,1451 CC,141bhp,250nm,R18,6,Others,1.5L Turbocharged Intercooled,1451,141bhp@5000rpm,250nm@1600-3600rpm,4.0,4.0,,,,YES,,,4720mm,1835mm,1760mm,2750mm,,,1820,,192mm,,,,,,6-speed DCT,,6,,,Disc,Disc,"Tubeless, Radial",R18,5,155 L,,,Kolkata
0,Petrol,SUV,"31,745",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2019,6946,SX Plus Turbo DCT BSIV,₹ 10.06 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2019,Zero Dep,Petrol,5 Seats,"31,745 Kms",WB02,First Owner,998 cc,Automatic,2019.0,18.15 kmpl,998 CC,118.35bhp,171.6Nm,16,5,White,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,,3995 mm,1770 mm,1605 mm,2500 mm,,,1440,,190mm,,,,,,7-Speed,FWD,5,Power,,Disc,Drum,Radial,16,5,350,,,Kolkata
0,Diesel,SUV,"78,668",Automatic,3,3rd Owner,Toyota,Toyota Fortuner,2012,2252,4x2 AT,₹ 10.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2012,Comprehensive,Diesel,7 Seats,"78,668 Kms",WB06,Third Owner,2982 cc,Automatic,2012.0,12.55 kmpl,2982 CC,168.5bhp,360Nm,17,7,Golden,D-4D Diesel Engine,2982,168.5bhp@3600rpm,360Nm@1400-3200rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4705mm,1840mm,1850mm,2750mm,1540mm,1540mm,1880kg,2510kg,,,,,,,5 Speed ,FWD,7,Power,5.6 metres,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,9.6 Seconds,176 Kmph,Kolkata
0,Petrol,SUV,"3,115",Manual,1,1st Owner,Renault,Renault Kiger,2021,8350,RXZ,₹ 7.18 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2021,Comprehensive,Petrol,5 Seats,"3,115 Kms",WB08,First Owner,999 cc,Manual,2021.0,19.17 kmpl,999 CC,71.01bhp,96Nm,16,5,Blue,1.0L energy,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,,MPFi,,,,,3991mm,1750,1605,2500,1536,1535,1012,,,,,,,,5 Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",16,5,405,,,Kolkata
0,Petrol,Hatchback,"8,940",Automatic,1,1st Owner,Maruti,Maruti Celerio,2022,8680,ZXI Plus AMT BSVI,₹ 6.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2022,Comprehensive,Petrol,5 Seats,"8,940 Kms",WB42,First Owner,998 cc,Automatic,2022.0,26 kmpl,998 CC,65.71bhp,89Nm,15,5,Silver,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1440,1450,825,1260,,,,,,,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",15,5,313,,,Kolkata
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1542,Asta,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"10,000 Kms",WB02,First Owner,1197 cc,Manual,2015.0,18.9 kmpl,1197 CC,82bhp,114Nm,14,5,Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256-liters,12.9 Seconds,165 Kmph,Kolkata
0,Petrol,Sedan,"40,000",Manual,3,3rd Owner,Hyundai,Hyundai Xcent,2014,1873,1.2 Kappa S,₹ 3.05 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"40,000 Kms",WB02,Third Owner,1197 cc,Manual,2014.0,19.1 kmpl,1197 CC,82bhp,114Nm,,5,Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,,,,,,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,407-litres,14.2 Seconds,172 Kmph,Kolkata
0,Petrol,Sedan,"45,652",Manual,1,1st Owner,Honda,Honda City,2018,1216,i VTEC VX,₹ 7.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2020,Comprehensive,Petrol,5 Seats,"45,652 Kms",WB02,First Owner,1497 cc,Manual,2018.0,17.8 kmpl,1497 CC,117.3bhp,145Nm,15,5,Golden Brown,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,10.3:1,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1065kg,,,,,,,,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,10 Seconds,195 Kmph,Kolkata
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2019,6552,Alpha BSIV,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Petrol,5 Seats,"30,000 Kms",WB10,First Owner,1462 cc,Manual,2019.0,21.56 kmpl,1462 CC,103.25bhp,138Nm,16,5,Others,k15B VVT Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 x 85 mm,No,No,,4490 mm,1730 mm,1485 mm,2650 mm,,,1065,1520 Kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",16,4,510-litres,,,Kolkata
0,Petrol,Sedan,"85,033",Automatic,4,4th Owner,Jaguar,Jaguar XJ,2015,5025,2.0L Portfolio LWB,₹ 18 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2015,Comprehensive,Petrol,5 Seats,"85,033 Kms",WB16,Fourth Owner,1999 cc,Automatic,2015.0,9.4 kmpl,1999 CC,237.36bhp,340Nm,19,5,White,Petrol Engine,1999,237.36bhp@5500rpm,340Nm@1750rpm,4.0,4.0,,MPFi,87.5 X 83.1 mm,No,No,10.0:1,5252mm,2105mm,1457mm,3157mm,1626mm,1604mm,1824kg,2265kg,,,,,,,8 Speed,AWD,5,Power,6.15 metres,Disc,Disc,"Tubeless,Radial",19,4,520-litres,7.5 Seconds,241 Kmph,Kolkata
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,1525,Magna,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"30,000 Kms",WB02,First Owner,1197 cc,Manual,2017.0,18.9 kmpl,1197 CC,82bhp,114Nm,,5,Others, Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256-liters,12.9 Seconds,165 Kmph,Kolkata
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2011,1644,1.2 Magna,₹ 2.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"70,000 Kms",WB26,First Owner,1197 cc,Manual,2011.0,18.5 kmpl,1197 CC,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",14,5,Others,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,DOHC,MPFI,,No,No,,3940 mm,1710 mm,1505 mm,"2,525 mm","1,505 mm","1,503 mm",1020,,,,,,,,5 Speed,,5,Power,5.2 mtrs.,Disk,Drum,"Tubeless,Radial",14,5,,,,Kolkata
0,Petrol,Hatchback,"17,200",Manual,1,1st Owner,Maruti,Maruti Swift,2019,6189,VXI,₹ 5.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Petrol,5 Seats,"17,200 Kms",WB02,First Owner,1197 cc,Manual,2019.0,22 kmpl,1197 CC,81.80bhp,113Nm,,5,Red,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,,MPFi,,No,No,,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,860Kg,1315kg,,,,,,,5,,5,Power,4.8 Meters,Disc,Drum,Tubeless,,5,268-litres,,,Kolkata
0,Petrol,Sedan,"18,255",Manual,1,1st Owner,Honda,Honda City,2015,7261,VX MT,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2015,Third Party insurance,Petrol,5 Seats,"18,255 Kms",WB02,First Owner,1497 cc,Manual,2015.0,17.4 kmpl,1497 CC,117.6bhp,145Nm,16,5,Golden Brown,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,10.3:1,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1084kg,1459kg,,,,,,,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,9.64 Seconds,189 kmph,Kolkata
0,Petrol,Sedan,"80,000",Manual,2,2nd Owner,Toyota,Toyota Corolla Altis,2015,2144,GL MT,₹ 5.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"80,000 Kms",WB02,Second Owner,1798 cc,Manual,2015.0,14.28 kmpl,1798 CC,138.03bhp,173Nm,16,5,Others,2ZR-FE Petrol Engine,1798,138.03bhp@6400rpm,173Nm@4000rpm,4.0,4.0,DOHC,EFI,,No,No,,4620mm,1776mm,1475mm,2700mm,1517mm,1522mm,1195kg,1650kg,,,,,,,6 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Solid Disc,"Tubeless,Radial",16,4,470-litres,10.1 Seconds,200 Kmph,Kolkata
0,Petrol,Hatchback,"6,398",Manual,1,1st Owner,Maruti,Maruti Celerio,2022,8682,ZXI BSVI,₹ 5.46 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2022,Comprehensive,Petrol,5 Seats,"6,398 Kms",WB26,First Owner,998 cc,Manual,2022.0,25.24 kmpl,998 CC,65.71bhp,89Nm,,5,Red,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,810,1260,,,,,,,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",,5,313,,,Kolkata
0,Petrol,Hatchback,"45,739",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,7092,AMT Sportz,₹ 5.88 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2020,Comprehensive,Petrol,5 Seats,"45,739 Kms",WB26,First Owner,1197 cc,Automatic,2020.0,20.7 kmpl,1197 CC,81.86bhp,113.8nm,14,5,Silver,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,No,,,3805mm,1680,1520,2450,,,1140,,,,,,,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",14,5,,,,Kolkata
0,Diesel,SUV,"46,000",Manual,1,1st Owner,Toyota,Toyota Fortuner,2016,2253,4x4 MT,₹ 23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Third Party insurance,Diesel,7 Seats,"46,000 Kms",WB02,First Owner,2982 cc,Manual,2016.0,12.55 kmpl,2982 CC,168.5bhp,343Nm,17,7,White,D-4D Diesel Engine,2982,168.5bhp@3600rpm,343Nm@1400-3400rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4705mm,1840mm,1850mm,2750mm,1540mm,1540mm,1970kg,2510kg,,,,,,,5 Speed,4WD,7,Power,5.9 metres,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,9.6 Seconds,176 Kmph,Kolkata
0,Petrol,SUV,"35,254",Manual,1,1st Owner,Honda,Honda BR-V,2016,1183,i-VTEC S MT,₹ 4.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2016,Comprehensive,Petrol,7 Seats,"35,254 Kms",WB02,First Owner,1497 cc,Manual,2016.0,15.4 kmpl,1497 CC,117.3bhp,145Nm,,7,Silver,i-VTEC Petrol Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,,2.99 X 3.46 mm,No,No,,4453mm,1735mm,1666mm,2662mm,,,1217kg,,,,,,,,6 Speed,FWD,7,Power,5.3 metres,Disc,Drum,"Tubeless,Radials",,5,223-litres,,,Kolkata
