it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,top,Engine,Max Power,Torque,Wheel Size,Seats,Mileage,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Compression Ratio,Super Charger,BoreX Stroke,Length,Width,Height,Wheel Base,Kerb Weight,Front Tread,Rear Tread,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,5929,2.0 Limited,₹ 14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Jun 2018', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Diesel', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '50,000 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN08', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '1956 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2018, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",1956 CC,170bhp,350Nm,17,5,17.1 kmpl,Black,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,4395mm,1818mm,1640mm,2636mm,1562 kgs,,,,,,,,,,6 Speed,4X2,5,Power,Disc,Discs,"Radial, Tubless",17,5,408-litres,,,,Chennai
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2012,1503,Magna Plus,₹ 2.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': '2012', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Third Party insurance', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '1,20,000 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN20', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '814 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2012, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",814 CC,55.2bhp,74.5Nm,,5,21.1 kmpl,Others,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,MPFI,No,SOHC,,No,,3495mm,1550mm,1500mm,2380mm,910,1386mm,1368mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,215-litres,4.6 metres,135 Kmph,19 Seconds,Chennai
0,Diesel,MUV,"19,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2021,8195,2.4 GX 7 STR AT,₹ 24.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Aug 2021', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Diesel', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '7 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '19,000 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN01', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '2393 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Automatic', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2021, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",2393 CC,148bhp,360Nm,16,7,12 kmpl,Silver,2.4L Diesel Engine,2393,148bhp@3400rpm,360Nm@1400-2600rpm,4.0,4.0,CRDi,Yes,DOHC,,,,4735,1830,1795,2750,1870,1540,1540,2450,,,,,,,6 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,300,5.4,,,Chennai
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,7277,VXI Plus BSVI,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': '2020', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Third Party insurance', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '10,000 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '796 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2020, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",796 CC,47.33bhp,69Nm,,5,22.05 kmpl,Others,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,762kg,1295mm,1290mm,1185kg,,,,,,,5 Speed,,5,,Disc,Drum,Tubeless Tyres,,5,,4.6,,,Chennai
0,Petrol,Hatchback,"1,28,876",Automatic,1,1st Owner,Maruti,Maruti Celerio,2015,7367,VXi AMT,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Dec 2015', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '1,28,876 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN12', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '998 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Automatic', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2015, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",998 CC,67.05bhp,90Nm,,5,21.63 kmpl,Red,K10B Engine,998,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,11.0:1,No,73 X 82 mm,3695mm,1600mm,1560mm,2425mm,842kg,1420mm,1410mm,1250kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,4.7 metres,,15.05 Seconds,Chennai
0,Petrol,Hatchback,"37,942",Manual,0,0th Owner,Maruti,Maruti Wagon R,2016,4322,VXI Optional,₹ 4.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Insurance Validity', 'value': 'Third Party insurance', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '37,942 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'Engine Displacement', 'value': '998 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2016, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",998 CC,67.04bhp,90Nm,,5,20.51 kmpl,Red,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,No,DOHC,,No,69 x 72 mm,3599mm,1495mm,1700mm,2400mm,890kg,1295mm,1290mm,1350kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,4.6 metres,152 kmph,18.6 Seconds,Chennai
0,Petrol,Hatchback,"37,300",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5604,1.2 Kappa Sportz BSIV,₹ 5.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Feb 2019', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '37,300 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN03', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '1197 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2018, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",1197 CC,81.86bhp,113.75nm,,5,18.9 kmpl,Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3765mm,1660mm,1520mm,2425mm,1120,1479mm,1493mm,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,4.8 metres,165 Kmph,12.9 Seconds,Chennai
0,Diesel,SUV,"30,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLC,2017,5449,220d 4MATIC Sport,₹ 37.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Jun 2017', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Diesel', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '30,000 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN07', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'Second Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '2143 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Automatic', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2017, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",2143 CC,170bhp,400Nm,18,5,17.9 kmpl,Blue,Diesel Engine,2143,170bhp@3000-4200rpm,400Nm@1400-2800rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,4656 mm,1890 mm,1639 mm,2873 mm,1954 kg,1621 mm,1617 mm,2505 kg,,,,,,,9 Speed,AWD,5,Power,Disc,Drum,"Tubeless,Radial",18,5,550 Litre,,210 Kmph,8.3 Sec,Chennai
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Zen,2002,4388,LX,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': '2002', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Third Party insurance', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '60,000 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '993 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2002, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",993 CC,60 PS ,78 Nm ,12,5,17.3 kmpl,Others,In-Line Engine,993,60 PS @ 6000 rpm ,78 Nm @ 4500 rpm ,4.0,4.0,MPFI,No,SOHC,9.4:1,No,,3535mm,1495mm,1405mm,2335mm,765kg,,,1190kg,,,,,,,5 Speed,,5,Power,"Disc, 236 mm",Drums 180 mm,Radial,12,5,,4.9 m,145 kmph,17.5 seconds,Chennai
0,Diesel,Hatchback,"82,784",Manual,1,1st Owner,Hyundai,Hyundai i20,2014,1485,Magna 1.4 CRDi,₹ 4.92 Lakh,₹ 5.16 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Sept 2014', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Diesel', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '82,784 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN07', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '1396 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2014, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",1396 CC,88.73bhp,219.7Nm,,5,22.54 kmpl,Red,U2 CRDI Diesel Engine ,1396,88.73bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,CRDI,Yes,DOHC,,No,,3985mm,1734mm,1505mm,2570mm,1515kg,1505mm,1503mm,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,295-litres,5.2 metres,180 Kmph,11.9 Seconds,Chennai
0,Petrol,Sedan,"63,274",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2021,7710,ZXI BSVI,₹ 7.31 Lakh,₹ 7.52 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Feb 2021', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Third Party', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '63,274 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN19', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '1197 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2021, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",1197 CC,88.50bhp,113Nm,15,5,22.41 kmpl,Blue,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,880-915,,,1335,160,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,4,378,4.8,,,Chennai
0,Petrol,Hatchback,"87,521",Automatic,1,1st Owner,Maruti,Maruti Alto K10,2015,3950,VXI AMT,₹ 3.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Feb 2015', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '87,521 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN22', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '998 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Automatic', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2015, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",998 CC,67.05bhp,90Nm,,5,23.95 kmpl,Silver,K Series Petrol Engine,998,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,,No,,3545mm,1515mm,1475mm,2360mm,784kg,1295mm,1290mm,1210kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,177,4.6 metres,145 Kmph,13.3 Seconds,Chennai
0,Petrol,Hatchback,"77,388",Manual,2,2nd Owner,Hyundai,Hyundai i20 Active,2017,1662,1.2 S,₹ 5.23 Lakh,₹ 5.29 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'May 2017', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Third Party', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '77,388 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN87', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'Second Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '1197 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2017, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",1197 CC,81.86bhp,114.73Nm,16,5,17.19 kmpl,White,VTVT Petrol Engine,1197,81.86bhp@6000rpm,114.73Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,,No,,3995mm,1760mm,1555mm,2570mm,1020,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,285-litres,5.2 metres,160 Kmph,14 Seconds,Chennai
0,Petrol,Hatchback,"1,14,772",Manual,1,1st Owner,Maruti,Maruti Wagon R,2014,4310,VXI BS IV,₹ 3.02 Lakh,₹ 3.28 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,"[{'key': 'Registration Year', 'value': 'Jan 2015', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/registrationYear.svg'}, {'key': 'Insurance Validity', 'value': 'Comprehensive', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/insuranceValidity.svg'}, {'key': 'Fuel Type', 'value': 'Petrol', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/fuel.svg'}, {'key': 'Seats', 'value': '5 Seats', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/seats.svg'}, {'key': 'Kms Driven', 'value': '1,14,772 Kms', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/kmsDriven.svg'}, {'key': 'RTO', 'value': 'TN09', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/rto.svg'}, {'key': 'Ownership', 'value': 'First Owner', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/ownership.svg'}, {'key': 'Engine Displacement', 'value': '998 cc', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/engineDisplacement.svg'}, {'key': 'Transmission', 'value': 'Manual', 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/transmission.svg'}, {'key': 'Year of Manufacture', 'value': 2014, 'icon': 'https://images10.gaadi.com/listing/vdp/co/v1/yearManufacture.svg'}]",998 CC,67.04bhp,90Nm,,5,20.51 kmpl,Silver,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,No,DOHC,,No,69 x 72 mm,3599mm,1495mm,1700mm,2400mm,885kg,1295mm,1290mm,1350kg,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,4.6 metres,152 kmph,18.6 Seconds,Chennai
